hit_id,colloc,sent_text,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_19940722_0402_19:9-10-11,overly_formal,"-LBQ-  He runs a tight ship , but is not overly formal and he has a good sense of humor ,  -RDQ-  Levin said .",not,overly,formal,but is not overly formal and he,nyt_eng_19940722_0402_19,"He 's extremely knowledgeable about the law , respectful to all parties that appear before him and very tolerant .","`` He runs a tight ship , but is not overly formal and he has a good sense of humor , '' Levin said .","`` he run a tight ship , but be not overly formal and he have a good sense of humor , '' Levin say .",The public got an up-close look at Ito during the eight-week Keating trial .,not,overly,formal,9,10,11,"{'lemma': 'formal', 'ix': 11, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'run'}","{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'neg', 'head': 'formal'}",neg,"{'lemma': 'formal', 'ix': 11, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'run'}","{'lemma': 'overly', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'formal'}",advmod,nyt_eng_199407,9-10-11,immediateNeg
nyt_eng_19940722_0376_31:19-21-22,as_bad,"When Darryl came in , he let us all kind of re-evaluate things , to see that things were n't nearly as bad as we think it is .",n't,as,bad,things were n't nearly as bad as we,nyt_eng_19940722_0376_31,"Dusty Baker , the Giants ' manager , explained  -COL-   -LBQ-  We 're feeding off Darryl as much as he 's feeding off of us .","when Darryl came in , he let us all kind of re-evaluate things , to see that things were n't nearly as bad as we think it is .","when Darryl come in , he let we all kind of re-evaluate thing , to see that thing be not nearly as bad as we think it be .","Because here 's a guy who had n't played in three months , who 's very grateful to be in this situation even though we 're losing .",n't,as,bad,19,21,22,"{'lemma': 'bad', 'ix': 22, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'see'}","{'lemma': 'not', 'ix': 19, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bad'}",neg,"{'lemma': 'bad', 'ix': 22, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'see'}","{'lemma': 'as', 'ix': 21, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,nyt_eng_199407,19-21-22,immediateNeg
nyt_eng_19940722_0376_19:1-3-4,more_telling,"But none was more telling than in the right field corner , under a banner that declared  -LBQ-  Strawberry 's Field Forever .  -RDQ-",none,more,telling,but none was more telling than in,nyt_eng_19940722_0376_19,"Strawberry , who does not speak until after games these days , exhibited his comfort in other ways .","but none was more telling than in the right field corner , under a banner that declared `` Strawberry 's Field Forever . ''","but none be more telling than in the right field corner , under a banner that declare `` Strawberry 's Field Forever . ''","Strawberry may have been in the Giants ' black and orange , but Mets fans flocked to him .",none,more,telling,1,3,4,"{'lemma': 'telling', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'none', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'telling'}",nsubj,"{'lemma': 'telling', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'more', 'ix': 3, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'telling'}",advmod,nyt_eng_199407,1-3-4,immediateNeg
nyt_eng_19940722_0335_35:22-24-25,directly_responsible,"First , he has never run so large an operation , where so many decisions hinge on creative issues that he has never been directly responsible for .",never,directly,responsible,he has never been directly responsible for .,nyt_eng_19940722_0335_35,There are other questions raised about Dolgen as well .,"first , he has never run so large an operation , where so many decisions hinge on creative issues that he has never been directly responsible for .","first , he has never run so large a operation , where so many decision hinge on creative issue that he has never be directly responsible for .","Second , his new job requires a diplomat 's skill in balancing the demands of movie stars and directors with corporate financial goals .",never,directly,responsible,22,24,25,"{'lemma': 'responsible', 'ix': 25, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'run'}","{'lemma': 'never', 'ix': 22, 'xpos': 'RB', 'deprel': 'neg', 'head': 'responsible'}",neg,"{'lemma': 'responsible', 'ix': 25, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'run'}","{'lemma': 'directly', 'ix': 24, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'responsible'}",advmod,nyt_eng_199407,22-24-25,immediateNeg
nyt_eng_19940722_0311_5:6-7-8,immediately_available,Independent confirmation of the accounts was not immediately available .,not,immediately,available,accounts was not immediately available .,nyt_eng_19940722_0311_5,"The reports , prepared by the weekly news magazines Panorama and Espresso to run in their coming issues , were released Friday ahead of publication .",independent confirmation of the accounts was not immediately available .,independent confirmation of the account be not immediately available .,"According to the reports , one of the suspects named by numerous witnesses is Salvatore Sciascia , the director of financing at Fininvest .",not,immediately,available,6,7,8,"{'lemma': 'available', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,nyt_eng_199407,6-7-8,immediateNeg
nyt_eng_19940722_0304_1:4-5-6,too_keen,"Mutual fund investors are n't too keen on taking risks , which may account for some of their disgust when funds that were promoted as  -LBQ-  low risk  -RDQ-  blew up on them earlier this year .",n't,too,keen,investors are n't too keen on taking,nyt_eng_19940722_0304_1,,"mutual fund investors are n't too keen on taking risks , which may account for some of their disgust when funds that were promoted as `` low risk '' blew up on them earlier this year .","mutual fund investor be not too keen on take risk , which may account for some of they disgust when fund that were promote as `` low risk '' blow up on they earlier this year .","In its just released 1994 Mutual Fund Fact Book , the Investment Company Institute mapped out the results of a survey of investors ' risk tolerance .",n't,too,keen,4,5,6,"{'lemma': 'keen', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'keen'}",neg,"{'lemma': 'keen', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'keen'}",advmod,nyt_eng_199407,4-5-6,immediateNeg
nyt_eng_19940722_0284_5:7-8-9,really_Unix,"Unix true-believers often say that Nextstep is not really Unix , because it is actually based on Mach , a Unix-derivative developed at Carnegie Mellon University .",not,really,Unix,"Nextstep is not really Unix , because",nyt_eng_19940722_0284_5,"-LBQ-  Solaris is Unix , so there are plenty of options .  -RDQ-","Unix true-believers often say that Nextstep is not really Unix , because it is actually based on Mach , a Unix-derivative developed at Carnegie Mellon University .","Unix true-believers often say that Nextstep be not really unix , because it is actually base on Mach , a unix-derivative develop at Carnegie Mellon University .",But this is an argument primarily of interest to Unix purists .,not,really,Unix,7,8,9,"{'lemma': 'unix', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'unix'}",neg,"{'lemma': 'unix', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'really', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'unix'}",advmod,nyt_eng_199407,7-8-9,immediateNeg
nyt_eng_19940722_0283_2:16-17-18,always_apparent,"Today , so dominant are MS-DOS and its associated program , Windows , that it 's not always apparent that there are still several viable alternatives .",not,always,apparent,it 's not always apparent that there,nyt_eng_19940722_0283_2,"A decade is a long time in computer years , so it 's easy to forget that when the IBM PC was introduced at the outset of the 80s , Microsoft 's MS-DOS was but one of several operating systems offered for the new machine .","today , so dominant are MS-DOS and its associated program , Windows , that it 's not always apparent that there are still several viable alternatives .","today , so dominant be MS-DOS and its associated program , Windows , that it be not always apparent that there be still several viable alternative .","Those alternatives got a boost eight days ago when the United States Department of Justice and Microsoft signed a consent decree requiring the company to halt its longstanding practice of requiring computer manufacturers to pay a licensing fee on each machine sold , whether or not it contained DOS or Windows .",not,always,apparent,16,17,18,"{'lemma': 'apparent', 'ix': 18, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'MS-DOS'}","{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'neg', 'head': 'apparent'}",neg,"{'lemma': 'apparent', 'ix': 18, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'MS-DOS'}","{'lemma': 'always', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'apparent'}",advmod,nyt_eng_199407,16-17-18,immediateNeg
nyt_eng_19940722_0282_19:9-10-11,that_different,The overall tone of Ms. Yellen 's comments was not that different from Greenspan 's .,not,that,different,comments was not that different from Greenspan,nyt_eng_19940722_0282_19,"In a list of possible sources of future inflation , Greenspan mentioned rising prices for manufacturing materials , backlogs for some goods and recent shortages of some types of workers , notably in the construction and trucking industries .",the overall tone of Ms. Yellen 's comments was not that different from Greenspan 's .,the overall tone of Ms. Yellen 's comment be not that different from Greenspan 's .,She contended that the Fed 's target should be to keep the economy growing no faster than growth in the economy 's underlying capacity to produce goods and services .,not,that,different,9,10,11,"{'lemma': 'different', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'neg', 'head': 'different'}",neg,"{'lemma': 'different', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'that', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'different'}",advmod,nyt_eng_199407,9-10-11,immediateNeg
nyt_eng_19940722_0268_20:18-19-20,as_effective,"Once they started stocking stores in Seattle and Houston and Dallas , however , the old ways were n't as effective .",n't,as,effective,ways were n't as effective .,nyt_eng_19940722_0268_20,"When Barneys had a single store in downtown Manhattan , buyers walked the stores to monitor stock levels rather than track sales data by computer .","once they started stocking stores in Seattle and Houston and Dallas , however , the old ways were n't as effective .","once they start stock store in Seattle and Houston and Dallas , however , the old way be not as effective .","-LBQ-  We needed to change from a store culture , where merchants were always in the stores or in the markets looking for trends , to an information culture , where people had access to and were using information about sales and inventory to make decisions ,  -RDQ-  Bunstine said .",n't,as,effective,18,19,20,"{'lemma': 'effective', 'ix': 20, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'neg', 'head': 'effective'}",neg,"{'lemma': 'effective', 'ix': 20, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'effective'}",advmod,nyt_eng_199407,18-19-20,immediateNeg
nyt_eng_19940722_0241_60:3-4-5,so_sure,-LBQ-  AndI 'm not so sure everybody else does either .  -RDQ-,not,so,sure,AndI 'm not so sure everybody else,nyt_eng_19940722_0241_60,"-LBQ-  No , I really do n't ,  -RDQ-  Dalton said .",`` AndI 'm not so sure everybody else does either . '',`` AndI be not so sure everybody else does either . '',"We 'll never know , of course .",not,so,sure,3,4,5,"{'lemma': 'sure', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sure'}",neg,"{'lemma': 'sure', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'so', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}",advmod,nyt_eng_199407,3-4-5,immediateNeg
nyt_eng_19940722_0241_51:3-4-5,that_stupid,-LBQ-  I 'm not that stupid .  -RDQ-,not,that,stupid,I 'm not that stupid . '',nyt_eng_19940722_0241_51,"-LBQ-  I would have been a major idiot to spend $ 1 million to look around the world if I knew who Scarlett would be ,  -RDQ-  he said .",`` I 'm not that stupid . '',`` I be not that stupid . '',"At this point , there was no mistaking the news conference for a love-in .",not,that,stupid,3,4,5,"{'lemma': 'stupid', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'stupid'}",neg,"{'lemma': 'stupid', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'that', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'stupid'}",advmod,nyt_eng_199407,3-4-5,immediateNeg
nyt_eng_19940722_0223_3:13-15-16,too_good,You 've just joined the rapidly growing pack of pet owners who think nothing is too good for their dogs .,nothing,too,good,who think nothing is too good for their,nyt_eng_19940722_0223_3,"If your home is Rover 's castle and Max knows he 's top dog , then welcome to the kennel club .",you 've just joined the rapidly growing pack of pet owners who think nothing is too good for their dogs .,you 've just join the rapidly grow pack of pet owner who think nothing be too good for they dog .,"Dog owners in the '90s are shel - ling out big bucks for fancy foods , fanciful toys and pricey medical procedures .",nothing,too,good,13,15,16,"{'lemma': 'good', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'nothing', 'ix': 13, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'good'}",nsubj,"{'lemma': 'good', 'ix': 16, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'too', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_199407,13-15-16,immediateNeg
nyt_eng_19940722_0222_3:6-8-9,more_delighted,But the diminutive Italian filmmaker could n't be more delighted .,n't,more,delighted,filmmaker could n't be more delighted .,nyt_eng_19940722_0222_3,Australian Jane Campion 's Oscar win for  -LBQ-  The Piano  -RDQ-  has changed the boilerplate -- now Wertmuller will simply be the first woman ever nominated for Best Director .,but the diminutive Italian filmmaker could n't be more delighted .,but the diminutive italian filmmaker could not be more delighted .,"-LBQ-  I 'm very happy , because I admire the movie deeply ,  -RDQ-  Wertmuller said , seated in a Los Angeles hotel room and speaking through an interpreter .",n't,more,delighted,6,8,9,"{'lemma': 'delighted', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'delighted'}",neg,"{'lemma': 'delighted', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 8, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'delighted'}",advmod,nyt_eng_199407,6-8-9,immediateNeg
nyt_eng_19940722_0210_25:10-11-12,already_deaf,"This could mean a grim future for people who are not already deaf , because teen-agers , who invariably get older , are bound to be in charge eventually .",not,already,deaf,"who are not already deaf , because",nyt_eng_19940722_0210_25,"Scientists believe teen-agers instinctively fear that classical music is a deadly threat to their health , just as the boomer generation believes cigarette smoke will do them all in .","this could mean a grim future for people who are not already deaf , because teen-agers , who invariably get older , are bound to be in charge eventually .","this could mean a grim future for people who be not already deaf , because teen-agers , who invariably get older , are bind to be in charge eventually .",We could end up a nation of malls vibrating to unbearable sounds and of social outcasts huddled in lonely alleys listening through ear plugs to heavily taxed tapes of Verdi 's  -LBQ-  Requiem .  -RDQ-,not,already,deaf,10,11,12,"{'lemma': 'deaf', 'ix': 12, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'people'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'deaf'}",neg,"{'lemma': 'deaf', 'ix': 12, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'people'}","{'lemma': 'already', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'deaf'}",advmod,nyt_eng_199407,10-11-12,immediateNeg
nyt_eng_19940722_0199_32:18-19-20,necessarily_obscene,"Then , in 1966 , the Supreme Court ruled that a picture showing a frontal male nude was not necessarily obscene .",not,necessarily,obscene,nude was not necessarily obscene .,nyt_eng_19940722_0199_32,"-LBQ-  There were somewhere between 12 and 18 studios of physique photography in California at the time ,  -RDQ-  said William O'Connor , a co-owner of the gallery .","then , in 1966 , the Supreme Court ruled that a picture showing a frontal male nude was not necessarily obscene .","then , in 1966 , the Supreme Court rule that a picture show a frontal male nude be not necessarily obscene .","-LBQ-  After that , all hell broke loose , and everything became pornographic ,  -RDQ-  O'Connor said .",not,necessarily,obscene,18,19,20,"{'lemma': 'obscene', 'ix': 20, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'rule'}","{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'neg', 'head': 'obscene'}",neg,"{'lemma': 'obscene', 'ix': 20, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'rule'}","{'lemma': 'necessarily', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'obscene'}",advmod,nyt_eng_199407,18-19-20,immediateNeg
nyt_eng_19940722_0197_13:9-12-13,completely_candid,One example  -COL-  Deputy Treasury Secretary Roger Altman might not have been completely candid with Congress about his involvement in Whitewater-related briefings for White House officials last year .,not,completely,candid,Altman might not have been completely candid with Congress,nyt_eng_19940722_0197_13,Congressional sources have brought to the surface the few interesting tidbits that might have made news at the hearings .,one example : Deputy Treasury Secretary Roger Altman might not have been completely candid with Congress about his involvement in Whitewater-related briefings for White House officials last year .,one example : Deputy Treasury Secretary Roger Altman might not have be completely candid with Congress about he involvement in whitewater-related briefing for White House official last year .,"Another choice item was revealed Friday by Rep. Barney Frank , D-Mass . , a banking committee member and self-described point man for the Clintons on Whitewater , who told reporters that Altman 's diary will reveal that Hillary Clinton was  -LBQ-  worried about having her life investigated  -RDQ-  by Fiske .",not,completely,candid,9,12,13,"{'lemma': 'candid', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'neg', 'head': 'candid'}",neg,"{'lemma': 'candid', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'completely', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'candid'}",advmod,nyt_eng_199407,9-12-13,immediateNeg
nyt_eng_19940722_0192_49:20-21-22,so_squeamish,"That 's to avoid hurting children who only have one parent , or offending their parents , but schools are not so squeamish about other topics .",not,so,squeamish,schools are not so squeamish about other,nyt_eng_19940722_0192_49,Schools are reluctant to tell students straight out that it 's wrong for them to have children they ca n't afford to raise properly .,"that 's to avoid hurting children who only have one parent , or offending their parents , but schools are not so squeamish about other topics .","that 's to avoid hurt child who only have one parent , or offend they parent , but school be not so squeamish about other topic .","For a generation now , moppets have been tripping home from school and berating their parents about smoking -- this at the instigation of their teachers , who believe correctly that smoking is bad for you .",not,so,squeamish,20,21,22,"{'lemma': 'squeamish', 'ix': 22, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'avoid'}","{'lemma': 'not', 'ix': 20, 'xpos': 'RB', 'deprel': 'neg', 'head': 'squeamish'}",neg,"{'lemma': 'squeamish', 'ix': 22, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'avoid'}","{'lemma': 'so', 'ix': 21, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'squeamish'}",advmod,nyt_eng_199407,20-21-22,immediateNeg
nyt_eng_19940722_0192_19:9-10-11,very_realistic,"Maybe  -LBQ-  till death do us part  -RDQ-  is not very realistic , but it is a vow made in good faith .",not,very,realistic,"'' is not very realistic , but",nyt_eng_19940722_0192_19,"But beyond that , parents hardly ever embark on marriage intending to get a divorce .","maybe `` till death do us part '' is not very realistic , but it is a vow made in good faith .","maybe `` till death do we part '' be not very realistic , but it be a vow make in good faith .","In contrast , almost all single parents have made a conscious decision to put themselves in that situation , and given the likely devastating consequences to them and to their children , the question is why ?",not,very,realistic,9,10,11,"{'lemma': 'realistic', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'neg', 'head': 'realistic'}",neg,"{'lemma': 'realistic', 'ix': 11, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'very', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'realistic'}",advmod,nyt_eng_199407,9-10-11,immediateNeg
nyt_eng_19940722_0190_56:8-9-10,commercially_available,"Its members share seeds of plants that are not commercially available , and are dedicated to increasing their numbers .",not,commercially,available,"that are not commercially available , and",nyt_eng_19940722_0190_56,"If you get hooked , you might as well join the Seed Savers Exchange , 3076 North Winn Road , Decorah , Iowa , 52101 .","its members share seeds of plants that are not commercially available , and are dedicated to increasing their numbers .","its member share seed of plant that be not commercially available , and are dedicate to increase they number .",,not,commercially,available,8,9,10,"{'lemma': 'available', 'ix': 10, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'plant'}","{'lemma': 'not', 'ix': 8, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 10, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'plant'}","{'lemma': 'commercially', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,nyt_eng_199407,8-9-10,immediateNeg
nyt_eng_19940722_0190_31:17-19-20,too_hot,"Then spread them out on a piece of paper in a dry , airy place that does n't get too hot and let them cure for a few weeks .",n't,too,hot,that does n't get too hot and let,nyt_eng_19940722_0190_31,Just wait for the pods to turn brown and dry and pour them into a bowl or little pot .,"then spread them out on a piece of paper in a dry , airy place that does n't get too hot and let them cure for a few weeks .","then spread they out on a piece of paper in a dry , airy place that does not get too hot and let they cure for a few week .","When you think your seeds are dry , pour them into little envelopes that can be sealed , or an airtight container like a film canister .",n't,too,hot,17,19,20,"{'lemma': 'hot', 'ix': 20, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'place'}","{'lemma': 'not', 'ix': 17, 'xpos': 'RB', 'deprel': 'neg', 'head': 'hot'}",neg,"{'lemma': 'hot', 'ix': 20, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'place'}","{'lemma': 'too', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'hot'}",advmod,nyt_eng_199407,17-19-20,immediateNeg
nyt_eng_19940722_0189_23:18-20-21,surreptitiously_scanned,A stock agent who sends transparencies for a client to view has no guarantee that an image will not be surreptitiously scanned .,not,surreptitiously,scanned,image will not be surreptitiously scanned .,nyt_eng_19940722_0189_23,"-LBQ-  In the long run , on-line services protect copyrights ,  -RDQ-  Carey said .",a stock agent who sends transparencies for a client to view has no guarantee that an image will not be surreptitiously scanned .,a stock agent who send transparency for a client to view have no guarantee that a image will not be surreptitiously scanned .,But on-line searches provide a record of every image viewed and downloaded .,not,surreptitiously,scanned,18,20,21,"{'lemma': 'scanned', 'ix': 21, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'guarantee'}","{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'neg', 'head': 'scanned'}",neg,"{'lemma': 'scanned', 'ix': 21, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'guarantee'}","{'lemma': 'surreptitiously', 'ix': 20, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'scanned'}",advmod,nyt_eng_199407,18-20-21,immediateNeg
nyt_eng_19940722_0137_18:3-4-5,only_unfamiliar,"-- Mexicans are not only unfamiliar with polling techniques but also often do not recognize major international polling companies , making it harder to gain their trust .",not,only,unfamiliar,Mexicans are not only unfamiliar with polling,nyt_eng_19940722_0137_18,Some of the problems  -COL-,"-- Mexicans are not only unfamiliar with polling techniques but also often do not recognize major international polling companies , making it harder to gain their trust .","-- Mexicans be not only unfamiliar with polling technique but also often do not recognize major international polling company , make it harder to gain they trust .",-- Interview subjects give dramatically different answers if interviewed at home rather than on the street .,not,only,unfamiliar,3,4,5,"{'lemma': 'unfamiliar', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'unfamiliar'}",neg,"{'lemma': 'unfamiliar', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'only', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'unfamiliar'}",advmod,nyt_eng_199407,3-4-5,immediateNeg
nyt_eng_19940722_0124_1:3-4-5,exactly_surprising,-- It 's not exactly surprising when a member of Congress attacks members of the other political party or praises members of his or her own party .,not,exactly,surprising,It 's not exactly surprising when a,nyt_eng_19940722_0124_1,,-- It 's not exactly surprising when a member of Congress attacks members of the other political party or praises members of his or her own party .,-- it be not exactly surprising when a member of Congress attack member of the other political party or praise member of he or she own party .,But Democratic Sen. Harris Wofford did manage to surprise a few people Thursday when he saluted another senator for helping to  -LBQ-  rejuvenate America 's cities  -RDQ-  and speaking out on the importance of tolerance .,not,exactly,surprising,3,4,5,"{'lemma': 'surprising', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'surprising'}",neg,"{'lemma': 'surprising', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'exactly', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'surprising'}",advmod,nyt_eng_199407,3-4-5,immediateNeg
nyt_eng_19940722_0083_17:7-8-9,that_easy,"-LBQ-  With most women , it 's not that easy .  -RDQ-",not,that,easy,it 's not that easy . '',nyt_eng_19940722_0083_17,"-LBQ-  With most men , the families pack up and go ,  -RDQ-  Chambers said .","`` With most women , it 's not that easy . ''","`` with most woman , it be not that easy . ''","Before becoming pastor at McMillan , Chambers spent 18 months commuting between Fort Worth and a church in Waco , nearly 100 miles south .",not,that,easy,7,8,9,"{'lemma': 'easy', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'easy'}",neg,"{'lemma': 'easy', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'that', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'easy'}",advmod,nyt_eng_199407,7-8-9,immediateNeg
nyt_eng_19940722_0082_26:2-5-6,so_open,We ca n't just be so open or it might be taken the wrong way .,n't,so,open,we ca n't just be so open or it,nyt_eng_19940722_0082_26,-LBQ-  It 's different for me and for other -LRB- male pastors -RRB- .,we ca n't just be so open or it might be taken the wrong way .,we can not just be so open or it might be take the wrong way .,"That 's a shame , but that 's the way society is now .  -RDQ-",n't,so,open,2,5,6,"{'lemma': 'open', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'open'}",neg,"{'lemma': 'open', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'open'}",advmod,nyt_eng_199407,2-5-6,immediateNeg
