hit_id|colloc|sent_text|neg_form|adv_form|adj_form|hit_text|text_window|sent_id|prev_id|prev_sent|next_id|next_sent|token_str|lemma_str|neg_lemma|adv_lemma|adj_lemma|neg_index|adv_index|adj_index|dep_neg_source|dep_neg_target|dep_neg_relation|dep_mod_source|dep_mod_target|dep_mod_relation|json_source|match_ix|utt_len|colloc_id|category
pcc_eng_29_108.5518_x1738187_25:18-19-20|as_big|Shockingly, in my research I did manage to find a few things this collector's edition is not as big as, including:|not|as|big|not as big|'s edition is not as big as , including :|pcc_eng_29_108.5518_x1738187_25|pcc_eng_29_108.5518_x1738187_24|It's big, right?|pcc_eng_29_108.5518_x1738187_26|READER COMMENTS LOADING BELOW...|Shockingly , in my research I did manage to find a few things this collector 's edition is not as big as , including :|shockingly , in my research I do manage to find a few thing this collector 's edition be not as big as , include :|not|as|big|18|19|20|{'lemma': 'big', 'ix': 20, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'thing'}|{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'big'}|advmod|{'lemma': 'big', 'ix': 20, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'thing'}|{'lemma': 'as', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'big'}|advmod|pcc_eng_29-108|18-19-20|25|pcc_eng_29_108.5518_x1738187_25-20-21|contig
pcc_eng_29_108.5474_x1738116_52:3-4-5|super_strong|The scent is not super strong, but it lingers for a bit after shaving, and it is hands down one of the best Bay Rum scents I have smelled.|not|super|strong|not super strong|The scent is not super strong , but it lingers|pcc_eng_29_108.5474_x1738116_52|pcc_eng_29_108.5474_x1738116_51|It also smells incredible.|pcc_eng_29_108.5474_x1738116_53|I would completely recommend this to anyone who is looking for a shave soap.|The scent is not super strong , but it lingers for a bit after shaving , and it is hands down one of the best Bay Rum scents I have smelled .|the scent be not super strong , but it linger for a bit after shave , and it be hand down one of the good Bay Rum scent I have smell .|not|super|strong|3|4|5|{'lemma': 'strong', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'strong'}|advmod|{'lemma': 'strong', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'super', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'strong'}|advmod|pcc_eng_29-108|3-4-5|32|pcc_eng_29_108.5474_x1738116_52-5-6|contig
pcc_eng_29_108.5474_x1738116_16:32-33-34|completely_satisfied|I just want to make sure that you're 100% happy with us, the product and your purchasing experience which is why, if at any time, you are not completely satisfied with a product you've purchased from Barberry Coast Shave Co.(tm) you may receive a 100% refund.|not|completely|satisfied|not completely satisfied|, you are not completely satisfied with a product you|pcc_eng_29_108.5474_x1738116_16|pcc_eng_29_108.5474_x1738116_15|We're 99% certain you're going to love our products but in that one percent chance you don't we'll take care of you right away.|pcc_eng_29_108.5474_x1738116_17|No questions asked.|I just want to make sure that you 're 100 % happy with us , the product and your purchasing experience which is why , if at any time , you are not completely satisfied with a product you 've purchased from Barberry Coast Shave Co.( tm ) you may receive a 100 % refund .|I just want to make sure that you be 100 % happy with we , the product and you purchase experience which be why , if at any time , you be not completely satisfied with a product you have purchase from Barberry Coast Shave Co.( tm ) you may receive a 100 % refund .|not|completely|satisfied|32|33|34|{'lemma': 'satisfied', 'ix': 34, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'why'}|{'lemma': 'not', 'ix': 32, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'satisfied'}|advmod|{'lemma': 'satisfied', 'ix': 34, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'why'}|{'lemma': 'completely', 'ix': 33, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'satisfied'}|advmod|pcc_eng_29-108|32-33-34|56|pcc_eng_29_108.5474_x1738116_16-34-35|contig
pcc_eng_29_108.5466_x1738099_05:0-3-4|more_important|Nothing though is more important than face to face communication.|Nothing|more|important|Nothing though is more important|Nothing though is more important than face to face|pcc_eng_29_108.5466_x1738099_05|pcc_eng_29_108.5466_x1738099_04|We cheer ourselves by knowing that at some time, the young will become old and will face the same dilemma.|pcc_eng_29_108.5466_x1738099_06|We tell ourselves that we have no time but to say this, is to say that another is unimportant.|Nothing though is more important than face to face communication .|nothing though be more important than face to face communication .|Nothing|more|important|0|3|4|{'lemma': 'important', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'nothing', 'ix': 0, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'important'}|nsubj|{'lemma': 'important', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'more', 'ix': 3, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'important'}|advmod|pcc_eng_29-108|0-3-4|11|pcc_eng_29_108.5466_x1738099_05-4-5|contig
pcc_eng_29_108.5465_x1738098_3:7-8-9|only_naive|Those quick to criticize Mr. Bernier are not only naive, but cowardly.|not|only|naive|not only naive|Mr. Bernier are not only naive , but cowardly .|pcc_eng_29_108.5465_x1738098_3|pcc_eng_29_108.5465_x1738098_2|08/27/2018|pcc_eng_29_108.5465_x1738098_4|Maxime Bernier is right - multiculturalism is a dead-end and should be dismantled.|Those quick to criticize Mr. Bernier are not only naive , but cowardly .|that quick to criticize Mr. Bernier be not only naive , but cowardly .|not|only|naive|7|8|9|{'lemma': 'naive', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'naive'}|advmod|{'lemma': 'naive', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'only', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'naive'}|advmod|pcc_eng_29-108|7-8-9|14|pcc_eng_29_108.5465_x1738098_3-9-10|contig
pcc_eng_29_108.5430_x1738040_15:2-3-4|too_late|It's not too late to make some resolutions for the new year.|not|too|late|not too late|It 's not too late to make some resolutions|pcc_eng_29_108.5430_x1738040_15|pcc_eng_29_108.5430_x1738040_14|Jan. 16, 2013|pcc_eng_29_108.5430_x1738040_16|Here are some tips for improving your diet.|It 's not too late to make some resolutions for the new year .|it be not too late to make some resolution for the new year .|not|too|late|2|3|4|{'lemma': 'late', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'late'}|advmod|{'lemma': 'late', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'too', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'late'}|advmod|pcc_eng_29-108|2-3-4|14|pcc_eng_29_108.5430_x1738040_15-4-5|contig
pcc_eng_29_108.5413_x1738010_08:3-4-5|quite_sure|"""I wasn't quite sure how to determine what that was at the time."|n't|quite|sure|n't quite sure|""" I was n't quite sure how to determine what"|pcc_eng_29_108.5413_x1738010_08|pcc_eng_29_108.5413_x1738010_07|"When officers received the call for help, they were only told there was a girl ""with something around her neck"", she said."|pcc_eng_29_108.5413_x1738010_09|"It was quite tense, being quite a large house as well, trying to find [Madeleine]."""|""" I was n't quite sure how to determine what that was at the time ."|""" I be not quite sure how to determine what that be at the time ."|n't|quite|sure|3|4|5|{'lemma': 'sure', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}|advmod|{'lemma': 'sure', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'quite', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}|advmod|pcc_eng_29-108|3-4-5|16|pcc_eng_29_108.5413_x1738010_08-5-6|contig
pcc_eng_29_108.5409_x1738005_12:3-4-5|so_silent|Hepatitis C - not so silent, not so deadly for some|not|so|silent|not so silent|Hepatitis C - not so silent , not so deadly|pcc_eng_29_108.5409_x1738005_12|pcc_eng_29_108.5409_x1738005_11|Some are easier to eradicate than others, and different combinations of treatment will be tailored to the individual patient and genotype.|pcc_eng_29_108.5409_x1738005_13|If you are diagnosed with acute hepatitis C, you will usually be monitored closely for three months to see if your body clears the infection by itself.|Hepatitis C - not so silent , not so deadly for some|Hepatitis C - not so silent , not so deadly for some|not|so|silent|3|4|5|{'lemma': 'silent', 'ix': 5, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'Hepatitis'}|{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'silent'}|advmod|{'lemma': 'silent', 'ix': 5, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'Hepatitis'}|{'lemma': 'so', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'silent'}|advmod|pcc_eng_29-108|3-4-5|12|pcc_eng_29_108.5409_x1738005_12-5-6|contig
pcc_eng_29_108.5409_x1738005_12:7-8-9|so_deadly|Hepatitis C - not so silent, not so deadly for some|not|so|deadly|not so deadly|so silent , not so deadly for some|pcc_eng_29_108.5409_x1738005_12|pcc_eng_29_108.5409_x1738005_11|Some are easier to eradicate than others, and different combinations of treatment will be tailored to the individual patient and genotype.|pcc_eng_29_108.5409_x1738005_13|If you are diagnosed with acute hepatitis C, you will usually be monitored closely for three months to see if your body clears the infection by itself.|Hepatitis C - not so silent , not so deadly for some|Hepatitis C - not so silent , not so deadly for some|not|so|deadly|7|8|9|{'lemma': 'deadly', 'ix': 9, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'silent'}|{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'deadly'}|advmod|{'lemma': 'deadly', 'ix': 9, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'silent'}|{'lemma': 'so', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'deadly'}|advmod|pcc_eng_29-108|7-8-9|12|pcc_eng_29_108.5409_x1738005_12-9-10|contig
pcc_eng_29_108.5386_x1737967_59:1-3-4|too_full|Even without being too full or less, the styles make one's hands appear filled up and attractive without many mehndi designs details.|without|too|full|without being too full|Even without being too full or less , the|pcc_eng_29_108.5386_x1737967_59|pcc_eng_29_108.5386_x1737967_58|The strikingly beautiful mehndi designs represents one of the Simple Arabic mehndi designs for left hand considering that it is neither too full nor less.|pcc_eng_29_108.5386_x1737967_60|As mehndi designs, the design is an easy and best way to beautify the top or back of your hands, fingers, and wrist.|Even without being too full or less , the styles make one 's hands appear filled up and attractive without many mehndi designs details .|even without be too full or less , the style make one 's hand appear fill up and attractive without many mehndi design detail .|without|too|full|1|3|4|{'lemma': 'full', 'ix': 4, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'make'}|{'lemma': 'without', 'ix': 1, 'xpos': 'IN', 'deprel': 'mark', 'head': 'full'}|mark|{'lemma': 'full', 'ix': 4, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'make'}|{'lemma': 'too', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'full'}|advmod|pcc_eng_29-108|1-3-4|25|pcc_eng_29_108.5386_x1737967_59-4-5|contig
pcc_eng_29_108.5386_x1737967_58:20-21-22|too_full|The strikingly beautiful mehndi designs represents one of the Simple Arabic mehndi designs for left hand considering that it is neither too full nor less.|neither|too|full|neither too full|that it is neither too full nor less .|pcc_eng_29_108.5386_x1737967_58|pcc_eng_29_108.5386_x1737967_57|This particular mehndi motif encompasses a blend of paisley and floral motifs that have bangle like styles making it one of a kind.|pcc_eng_29_108.5386_x1737967_59|Even without being too full or less, the styles make one's hands appear filled up and attractive without many mehndi designs details.|The strikingly beautiful mehndi designs represents one of the Simple Arabic mehndi designs for left hand considering that it is neither too full nor less .|the strikingly beautiful mehndi design represent one of the simple Arabic mehndi design for leave hand consider that it be neither too full nor less .|neither|too|full|20|21|22|{'lemma': 'full', 'ix': 22, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'consider'}|{'lemma': 'neither', 'ix': 20, 'xpos': 'CC', 'deprel': 'cc:preconj', 'head': 'full'}|cc|{'lemma': 'full', 'ix': 22, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'consider'}|{'lemma': 'too', 'ix': 21, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'full'}|advmod|pcc_eng_29-108|20-21-22|26|pcc_eng_29_108.5386_x1737967_58-22-23|contig
pcc_eng_29_108.5374_x1737952_50:8-9-10|too_much|You can get someone from totally hopeless to not too much of a liability, but no better.|not|too|much|not too much|totally hopeless to not too much of a liability ,|pcc_eng_29_108.5374_x1737952_50|pcc_eng_29_108.5374_x1737952_49|Also, I don't think good soft skills can be trained.|pcc_eng_29_108.5374_x1737952_51|What do you think?|You can get someone from totally hopeless to not too much of a liability , but no better .|you can get someone from totally hopeless to not too much of a liability , but no good .|not|too|much|8|9|10|{'lemma': 'much', 'ix': 10, 'xpos': 'JJ', 'deprel': 'obl', 'head': 'hopeless'}|{'lemma': 'not', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'much'}|advmod|{'lemma': 'much', 'ix': 10, 'xpos': 'JJ', 'deprel': 'obl', 'head': 'hopeless'}|{'lemma': 'too', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'much'}|advmod|pcc_eng_29-108|8-9-10|19|pcc_eng_29_108.5374_x1737952_50-10-11|contig
pcc_eng_29_108.5369_x1737943_16:3-4-5|so_sure|"""I'm not so sure it's all the way over the hump,"" he said."|not|so|sure|not so sure|""" I 'm not so sure it 's all the"|pcc_eng_29_108.5369_x1737943_16|pcc_eng_29_108.5369_x1737943_15|"And while he's happy that we've moved so far forward that Wilson's race wasn't an issue at Super Bowl XLVIII, he's not convinced the league has gotten ""over the hump"" where prejudice doesn't exist at the position."|pcc_eng_29_108.5369_x1737943_17|"""What I'm saying is that it's not as big an issue today as it has been."|""" I 'm not so sure it 's all the way over the hump , "" he said ."|""" I be not so sure it be all the way over the hump , "" he say ."|not|so|sure|3|4|5|{'lemma': 'sure', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}|{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}|advmod|{'lemma': 'sure', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}|{'lemma': 'so', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}|advmod|pcc_eng_29-108|3-4-5|19|pcc_eng_29_108.5369_x1737943_16-5-6|contig
pcc_eng_29_108.5363_x1737934_087:12-13-14|too_large|Make sure the text in your blog is sufficiently large, but not too large.|not|too|large|not too large|large , but not too large .|pcc_eng_29_108.5363_x1737934_087|pcc_eng_29_108.5363_x1737934_086|TIP!|pcc_eng_29_108.5363_x1737934_088|Since written content is crucial on your blog, you need to be sure it's font is readable.|Make sure the text in your blog is sufficiently large , but not too large .|make sure the text in you blog be sufficiently large , but not too large .|not|too|large|12|13|14|{'lemma': 'large', 'ix': 14, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'large'}|{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'large'}|advmod|{'lemma': 'large', 'ix': 14, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'large'}|{'lemma': 'too', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'large'}|advmod|pcc_eng_29-108|12-13-14|16|pcc_eng_29_108.5363_x1737934_087-14-15|contig
pcc_eng_29_108.5353_x1737914_17:16-17-18|as_outraged|Mayor Rudolph Giuliani expressed his misgivings about the event as well; Governor George Pataki was not as outraged.|not|as|outraged|not as outraged|George Pataki was not as outraged .|pcc_eng_29_108.5353_x1737914_17|pcc_eng_29_108.5353_x1737914_16|The media loved this story: the Catholic League's position received international coverage.|pcc_eng_29_108.5353_x1737914_18||Mayor Rudolph Giuliani expressed his misgivings about the event as well ; Governor George Pataki was not as outraged .|Mayor Rudolph Giuliani express he misgiving about the event as well ; Governor George Pataki be not as outraged .|not|as|outraged|16|17|18|{'lemma': 'outraged', 'ix': 18, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'express'}|{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'outraged'}|advmod|{'lemma': 'outraged', 'ix': 18, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'express'}|{'lemma': 'as', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'outraged'}|advmod|pcc_eng_29-108|16-17-18|20|pcc_eng_29_108.5353_x1737914_17-18-19|contig
pcc_eng_29_108.5349_x1737908_16:2-5-6|too_hasty|I try not to be too hasty in throwing out the current order; Burke and Hayek had useful insights about the limits of knowledge and reason.|not|too|hasty|not to be too hasty|I try not to be too hasty in throwing out the|pcc_eng_29_108.5349_x1737908_16|pcc_eng_29_108.5349_x1737908_15|I suspect this has something to do with my enjoyment of sci-fi and historical what-ifs; instinctually turning toward such questioning may be a common trait among libertarians.|pcc_eng_29_108.5349_x1737908_17|So I haven't adopted this reform proposal, but it has been fun thinking about it.|I try not to be too hasty in throwing out the current order ; Burke and Hayek had useful insights about the limits of knowledge and reason .|I try not to be too hasty in throw out the current order ; Burke and Hayek have useful insight about the limit of knowledge and reason .|not|too|hasty|2|5|6|{'lemma': 'hasty', 'ix': 6, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'try'}|{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'hasty'}|advmod|{'lemma': 'hasty', 'ix': 6, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'try'}|{'lemma': 'too', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'hasty'}|advmod|pcc_eng_29-108|2-5-6|28|pcc_eng_29_108.5349_x1737908_16-6-7|contig
pcc_eng_29_108.5342_x1737899_136:29-30-31|too_happy|She's got a ton of personality - a ton of energy - but then, some of the things she said about me on the show I wasn't too happy with.|n't|too|happy|n't too happy|show I was n't too happy with .|pcc_eng_29_108.5342_x1737899_136|pcc_eng_29_108.5342_x1737899_135|From what I saw she's really funny.|pcc_eng_29_108.5342_x1737899_137|Kim - I really don't know what to say about Kim.|She 's got a ton of personality - a ton of energy - but then , some of the things she said about me on the show I was n't too happy with .|she be get a ton of personality - a ton of energy - but then , some of the thing she say about I on the show I be not too happy with .|n't|too|happy|29|30|31|{'lemma': 'happy', 'ix': 31, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'get'}|{'lemma': 'not', 'ix': 29, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'happy'}|advmod|{'lemma': 'happy', 'ix': 31, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'get'}|{'lemma': 'too', 'ix': 30, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'happy'}|advmod|pcc_eng_29-108|29-30-31|34|pcc_eng_29_108.5342_x1737899_136-31-32|contig
pcc_eng_29_108.5337_x1737893_014:14-16-17|as_cheap|The world is facing a high-oil-price era, in which oil will never be as cheap as a book.|never|as|cheap|never be as cheap|which oil will never be as cheap as a book .|pcc_eng_29_108.5337_x1737893_014|pcc_eng_29_108.5337_x1737893_013|The waves of oil price mirrors a monetary phenomenon, that is, the US$40-per-barreal price actually equals the US$ 28 in 1990 and US$ 18 in 1980, which allows unpredictable room for increase.|pcc_eng_29_108.5337_x1737893_015|While oil price can be settled, the drought is irresistible.|The world is facing a high-oil - price era , in which oil will never be as cheap as a book .|the world be face a high-oil - price era , in which oil will never be as cheap as a book .|never|as|cheap|14|16|17|{'lemma': 'cheap', 'ix': 17, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'era'}|{'lemma': 'never', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'cheap'}|advmod|{'lemma': 'cheap', 'ix': 17, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'era'}|{'lemma': 'as', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'cheap'}|advmod|pcc_eng_29-108|14-16-17|22|pcc_eng_29_108.5337_x1737893_014-17-18|contig
pcc_eng_29_108.5337_x1737893_002:18-20-21|as_low|The world is facing a high-oil-price era, in which the oil price per barrel will never be as low as a book.|never|as|low|never be as low|per barrel will never be as low as a book .|pcc_eng_29_108.5337_x1737893_002|pcc_eng_29_108.5337_x1737893_001|Ten specious fallacies on current world's high oil prices|pcc_eng_29_108.5337_x1737893_003|With little say in fixing the international oil prices, China faces a relatively unsafe situation in terms of oil supply.|The world is facing a high-oil - price era , in which the oil price per barrel will never be as low as a book .|the world be face a high-oil - price era , in which the oil price per barrel will never be as low as a book .|never|as|low|18|20|21|{'lemma': 'low', 'ix': 21, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'era'}|{'lemma': 'never', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'low'}|advmod|{'lemma': 'low', 'ix': 21, 'xpos': 'JJ', 'deprel': 'acl:relcl', 'head': 'era'}|{'lemma': 'as', 'ix': 20, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'low'}|advmod|pcc_eng_29-108|18-20-21|26|pcc_eng_29_108.5337_x1737893_002-21-22|contig
pcc_eng_29_108.5319_x1737865_02:16-17-18|too_cool|We're asked to create things that matter, connect, and are cool - but not too cool.|not|too|cool|not too cool|cool - but not too cool .|pcc_eng_29_108.5319_x1737865_02|pcc_eng_29_108.5319_x1737865_01|Your Art Your Choice|pcc_eng_29_108.5319_x1737865_03|We live our lives in the open and we have the things we make critiqued and picked apart.|We 're asked to create things that matter , connect , and are cool - but not too cool .|we be ask to create thing that matter , connect , and be cool - but not too cool .|not|too|cool|16|17|18|{'lemma': 'cool', 'ix': 18, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'cool'}|{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'cool'}|advmod|{'lemma': 'cool', 'ix': 18, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'cool'}|{'lemma': 'too', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'cool'}|advmod|pcc_eng_29-108|16-17-18|20|pcc_eng_29_108.5319_x1737865_02-18-19|contig
pcc_eng_29_108.5312_x1737853_03:34-36-37|as_successful|"Mc Manaman is the most decorated English footballer to have played for a club abroad, with the UEFA website stating that ""of all England's footballing exports in the modern era, none was as successful as Mc Manaman""."|none|as|successful|none was as successful|"modern era , none was as successful as Mc Manaman """|pcc_eng_29_108.5312_x1737853_03|pcc_eng_29_108.5312_x1737853_02|Steven Mc Manaman (born 11 February 1972) is an English former footballer who played as a midfielder for Liverpool, Real Madrid and Manchester City.|pcc_eng_29_108.5312_x1737853_04|He is currently a co-commentator on BT Sport's football coverage.|"Mc Manaman is the most decorated English footballer to have played for a club abroad , with the UEFA website stating that "" of all England 's footballing exports in the modern era , none was as successful as Mc Manaman "" ."|"Mc Manaman be the most decorate English footballer to have play for a club abroad , with the UEFA website state that "" of all England 's footbal export in the modern era , none be as successful as Mc Manaman "" ."|none|as|successful|34|36|37|{'lemma': 'successful', 'ix': 37, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'state'}|{'lemma': 'none', 'ix': 34, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'successful'}|nsubj|{'lemma': 'successful', 'ix': 37, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'state'}|{'lemma': 'as', 'ix': 36, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'successful'}|advmod|pcc_eng_29-108|34-36-37|43|pcc_eng_29_108.5312_x1737853_03-37-38|contig
pcc_eng_29_108.5300_x1737836_19:2-3-4|very_safe|It's not very safe to be on a phone anymore.|not|very|safe|not very safe|It 's not very safe to be on a|pcc_eng_29_108.5300_x1737836_19|pcc_eng_29_108.5300_x1737836_18|Like a chain reaction, this kind of implausible subtext repeats itself over and over again throughout this endeavor, depleting us of basic patience and robbing the film of its essential function to make a shred of sense.|pcc_eng_29_108.5300_x1737836_20|Just ask anyone who gets stuck in traffic next to a driver with his ear glued to a highly-distracting cellphone, or the guy who takes a call inside the house when he should be keeping an eye on his kids at the deep end of the swimming pool.|It 's not very safe to be on a phone anymore .|it be not very safe to be on a phone anymore .|not|very|safe|2|3|4|{'lemma': 'safe', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'safe'}|advmod|{'lemma': 'safe', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'very', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'safe'}|advmod|pcc_eng_29-108|2-3-4|12|pcc_eng_29_108.5300_x1737836_19-4-5|contig
pcc_eng_29_108.5300_x1737836_13:5-6-7|exactly_essential|Of course, credibility isn't exactly essential to disaster movies to begin with, but even then, certain borders have still been drawn and stepping over them can possibly be more damaging than beneficial.|n't|exactly|essential|n't exactly essential|, credibility is n't exactly essential to disaster movies to|pcc_eng_29_108.5300_x1737836_13|pcc_eng_29_108.5300_x1737836_12|Any movie teasing the idea that human technology has advanced fast enough to allow men to venture deep into the cores of this complex planet has little plausibility going for it.|pcc_eng_29_108.5300_x1737836_14|"One of ""A Man Apart""s early scenes features a specifically stressed dialogue exchange in which a commanding officer instructs the men in his anti-narcotics team, one member of which is played by Vin Diesel, to drop their firearms before descending into a deadly drug bust to capture an infamous cartel leader."|Of course , credibility is n't exactly essential to disaster movies to begin with , but even then , certain borders have still been drawn and stepping over them can possibly be more damaging than beneficial .|of course , credibility be not exactly essential to disaster movie to begin with , but even then , certain border have still be draw and step over they can possibly be more damaging than beneficial .|n't|exactly|essential|5|6|7|{'lemma': 'essential', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'essential'}|advmod|{'lemma': 'essential', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'exactly', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'essential'}|advmod|pcc_eng_29-108|5-6-7|37|pcc_eng_29_108.5300_x1737836_13-7-8|contig
pcc_eng_29_108.5285_x1737813_12:4-6-7|that_insane|Actually, it's not all that insane, or unusual.|not|that|insane|not all that insane|, it 's not all that insane , or unusual .|pcc_eng_29_108.5285_x1737813_12|pcc_eng_29_108.5285_x1737813_11|You're the clowns, Republicans -- all of you -- if this is mainstream in Virginia.|pcc_eng_29_108.5285_x1737813_13|"California recently met obligations for a period of time with IOUs, and here at Cascadia we've a number of ongoing expirements in barter currencies: not just local redneck chits but across both state ""lines"" and state/provencial ""borders""."|Actually , it 's not all that insane , or unusual .|actually , it be not all that insane , or unusual .|not|that|insane|4|6|7|{'lemma': 'insane', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'insane'}|advmod|{'lemma': 'insane', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}|{'lemma': 'that', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'insane'}|advmod|pcc_eng_29-108|4-6-7|12|pcc_eng_29_108.5285_x1737813_12-7-8|contig
