adv,adj,sent_id,adv_index,sent_text
quite,aware,nyt_eng_19940713_0375_13,5,"-LBQ-  We 're not quite aware yet what 's happened ,  -RDQ-  said Maldini , the captain in the absence of the injured Franco Baresi and the player who steadied the defense and personally cleared dangerous crosses and shots time and again ."
as,good,nyt_eng_19940713_0372_22,23,WIDOWS ' PEAK  -COL-   -LBQ-  Enchanted April  -RDQ-  meets  -LBQ-  The Crying Game  -RDQ-  in this period trick film that is n't as good as either antecedent .
so,sure,nyt_eng_19940713_0347_52,12,"But producer Keith Barish , Planet 's chairman , is n't so sure that this description is appropriate ."
as,great,nyt_eng_19940713_0346_15,6,But times past were not as great as many believe .
particularly,chic,nyt_eng_19940713_0342_4,12,"-LBQ-  It 's funny , because I suspect it is not particularly chic to watch C-SPAN ,  -RDQ-  said Brian Lamb , the nonprofit cable network 's founder , chairman and perhaps the best-known of its determinedly low-key hosts ."
so,sanguine,nyt_eng_19940713_0338_12,4,Israelis are not so sanguine .
as,innocent,nyt_eng_19940713_0336_11,16,"Moreover , he argued that Alkaisi 's lies to immigration officials in 1992 were not as innocent as they appeared ; he said Alkaisi lied in order to keep from being deported so he could  -LBQ-  carry out terrorist acts .  -RDQ-"
so,inclined,nyt_eng_19940713_0332_1,21,Major-league baseball is enjoying what might be remembered as a golden season if those who run the sport were n't so inclined to let it be taken out with the trash .
always,uniformed,nyt_eng_19940713_0298_12,9,"In other words , the enemy is n't always uniformed or clearly identifiable in a battle situation ."
as,safe,nyt_eng_19940713_0295_33,15,"Garland said ,  -LBQ-  I think it makes us more aware we are not as safe as we once thought we were .  -RDQ-"
necessarily,automatic,nyt_eng_19940713_0288_27,9,Patten said confidence in Hong Kong was not necessarily automatic .
very,good,nyt_eng_19940713_0249_25,18,"-LBQ-  It misleads you often enough that you perform unnecessary surgery , and the results are not very good .  -RDQ-"
as,resigned,nyt_eng_19940713_0235_30,16,"Janet Bates , a 57-year-old convenience store clerk in Sandoval , Ill. , is not as resigned ."
so,sanguine,nyt_eng_19940713_0209_6,10,"But many parents of very young viewers are not so sanguine about the scenes of fratricide -LRB- the lion is killed by his evil brother , Scar -RRB- , assumptions of guilt -LRB- Simba , the cub , is falsely blamed -RRB- and treachery -LRB- Scar 's evil henchmen , the hyenas , turn on him and devour him -RRB- ."
exactly,new,nyt_eng_19940713_0207_1,8,Gay and lesbian standup comics are not exactly new to prime time .
necessarily,true,nyt_eng_19940713_0177_2,9,A lot of what we believe is n't necessarily true .
quite,ready,nyt_eng_19940713_0168_1,30,"On abandoning retirement to teach again in the Department of Humanities I once chaired at San Francisco State , I discovered I was in a world I was n't quite ready for -- despite having helped engineer it ."
yet,secure,nyt_eng_19940713_0143_8,9,"The son 's hold on power is not yet secure , and any abandonment or freeze of the nuclear program will be controversial among military officers who view him with far less respect than his father ."
so,fecund,nyt_eng_19940713_0137_2,14,"Although he recorded prolifically , Monteux , the French-American maestro , was n't so fecund as Toscanini , the Italian , and most of his records from the 1960 's were not for RCA ."
as,free,nyt_eng_19940713_0118_43,26,"But her decision reminded us that freedom is an extremely fragile commodity -- and that , on any given day , we might not be as free as we think we are ."
so,sure,nyt_eng_19940713_0063_13,5,Other scientists are n't so sure .
as,broad,nyt_eng_19940713_0054_56,15,"While Cowgirls is certainly a comedy , Murfitt cautions that its humor is not as broad as that of Oil City Symphony ."
always,passionate,nyt_eng_19940713_0024_11,12,"Players are unfamiliar with one another , and they are not always passionate about winning ."
just,lounging,nyt_eng_19940713_0016_3,9,"The two , however , wo n't be just lounging about , eating peixada appetizers , yelling themselves hoarse and hoping their day of hooky is n't exposed in one of TV 's goony crowd shots ."
too,long,nyt_eng_19940713_0005_51,4,It was n't too long ago the Baltimore shortstop was admonished for pursuing Lou Gehrig 's consecutive game record .
as,significant,nyt_eng_19940712_0444_15,9,But these bumbles and stumbles were not nearly as significant as his larger failure to see Naples as a chance to define -- for Americans as well as Europeans -- how today 's tussles over exchange rates and trade agreements relate to the larger goals of reducing unemployment in the West and consolidating democracy and markets in the former Soviet empire .
as,easy,nyt_eng_19940712_0444_5,10,It is also no secret that it is not as easy nowadays for a U.S. president to dominate the world stage .
absolutely,necessary,nyt_eng_19940712_0408_8,32,"Do we want USC to win a national championship in basketball -LRB- Bruins excluded from this part of the quiz -RRB- ? It would be nice , but it 's not absolutely necessary ."
as,brilliant,nyt_eng_19940712_0400_36,13,"Though Logan is prolific , not every one of his songs is as brilliant as the ones on  -LBQ-  Bulk .  -RDQ-"
too,costly,nyt_eng_19940712_0391_12,15,Officials are still searching for a way to remove the contaminants that is not too costly .
so,technical,nyt_eng_19940712_0380_6,17,"-LBQ-  Maybe the milk of human kindness will run through you and you wo n't be so technical ,  -RDQ-  Metzenbaum said ."
so,clear,nyt_eng_19940712_0379_28,6,"But it is not always so clear what the law is in the  -LBQ-  vast , open areas  -RDQ-  in which the Supreme Court operates , he said , adding ,  -LBQ-  There are such good arguments on both sides of such important policy issues .  -RDQ-"
so,sure,nyt_eng_19940712_0312_47,15,"Yuri Feshtchenko , a young Ukrainian manning a kiosk in Kiev , is n't so sure ."
so,technical,nyt_eng_19940712_0283_26,25,-LBQ-  When you get on the Supreme Court maybe ... the milk of human kindness will run through you and you wo n't be so technical .  -RDQ-
only,enough,nyt_eng_19940712_0277_8,5,"That total was not only enough to return Smith to his league 's most high-profile roster for the 13th time overall and a record 11th time as a starter , but those votes also represented the largest number given a National Leaguer this year , earning Smith that distinction for the third time in his career ."
totally,helpless,nyt_eng_19940712_0276_39,24,"But it suggests to ordinary people who would never dream of hurting a fly that the state is , after all , not totally helpless in the face of demonstrable evil ."
mutually,exclusive,nyt_eng_19940712_0268_3,11,"-LBQ-  I would hope that sexuality and maternity are not mutually exclusive on screen ,  -RDQ-  she says ,  -LBQ-  that women my age would not be stripped of their sexuality just for being women my age .  -RDQ-"
exactly,accommodating,nyt_eng_19940712_0266_29,7,The executives Moore approached were not exactly accommodating .
even,hostile,nyt_eng_19940712_0262_41,4,He was n't even hostile .
as,harmful,nyt_eng_19940712_0150_14,5,"Calories may not be as harmful as fat , but I would n't want my sister consuming many ."
real,hard,nyt_eng_19940712_0117_28,6,"-LBQ-  Fifteen percent is n't real hard to get if you 've got your facts lined up ,  -RDQ-  said Strom ."
publicly,active,nyt_eng_19940712_0105_22,13,"But , he said , that is because Bush has not been publicly active in state or national politics in recent years ."
even,appropriate,nyt_eng_19940712_0078_18,24,"Environmental , or secondhand , tobacco smoke , the Consumers Research article concluded ,  -LBQ-  is so highly diluted that it is not even appropriate to call it smoke .  -RDQ-"
even,close,nyt_eng_19940712_0007_39,4,I 'm not even close to the record yet .  -RDQ-
too,long,nyt_eng_19940712_0007_15,7,I knew it would n't be too long before he 'd be up here for good .  -RDQ-
as,quick,nyt_eng_19940711_0379_26,4,He was not as quick as he should have been to change things when they were collapsing around him .
always,able,nyt_eng_19940711_0379_21,5,-LBQ-  I was n't always able to do that .
as,strong,nyt_eng_19940711_0302_27,81,"What distinguishes  -LBQ-  The Lion King  -RDQ-  from  -LBQ-  Hook ,  -RDQ-  the 1991 release based on the Peter Pan story , whose merchandise bombed ? Or from  -LBQ-  The Little Mermaid ,  -RDQ-  which reached the $ 1 billion mark only after it was released in home video ? Or from its summer competitor  -LBQ-  The Flintstones ,  -RDQ-  which passed $ 100 million at the box office in late June but whose merchandise sales have not been nearly as strong ?"
so,pleased,nyt_eng_19940711_0301_33,17,"That was a mistake for us , but we 've learned and now we are not so pleased to be in the semifinals of the World Cup ."
politically,popular,nyt_eng_19940711_0283_4,20,He said he was a supporter of abortion rights back in the days when that stand was n't as politically popular as it is now .
as,safe,nyt_eng_19940711_0274_29,4,"It is n't as safe as it once was and , even worse , she said , it 's boring ."
so,laid-back,nyt_eng_19940711_0273_7,6,The scene is not always so laid-back .
as,strong,nyt_eng_19940711_0270_19,6,But sales have not been as strong as past recoveries would indicate .
exactly,sure,nyt_eng_19940711_0267_34,5,"But we 're not exactly sure what Roberts is capable of , since Tinker Bell and that  -LBQ-  Pelican  -RDQ-  gal were n't exactly Lady Macbeth -LRB- which , given the opportunity , Reeves would likely jump to play in drag -RRB- ."
so,good,nyt_eng_19940711_0254_48,16,-LBQ-  But I also know there 's always another game tomorrow that might not be so good .
always,possible,nyt_eng_19940711_0248_19,10,"But , he argued , because spinoffs are not always possible because of tax and credit-rating consequences , targeted stock is the next best thing ."
only,able,nyt_eng_19940711_0238_18,32,"In the current instance , so much has been aired on the subject -- a good deal of it wrong and plenty of it contradictory -- that jurors may be not only able but eager to toss out the jumble and start fresh ."
entirely,bad,nyt_eng_19940711_0229_9,10,The delay in locating the gene may not be entirely bad .
so,sure,nyt_eng_19940711_0194_38,19,"-LBQ-  We wanted -LRB- our children -RRB- to have every chance in life , but I was n't so sure I liked this environment .  -RDQ-"
any,different,nyt_eng_19940711_0187_21,5,It wo n't be any different .  -RDQ-
so,funny,nyt_eng_19940711_0186_51,14,-LBQ-  Had he been three times his age it would n't have been so funny .  -RDQ-
necessarily,interested,nyt_eng_19940711_0177_36,15,"They 're for a woman with a good deal of confidence who 's not necessarily interested in the latest , hottest , newest , but goes for timeless fashion .  -RDQ-"
particularly,reactive,nyt_eng_19940711_0161_4,13,"In fact , compared with most other elements , it is not particularly reactive ."
properly,fire-proofed,nyt_eng_19940711_0068_68,8,Authorities say that the tent was not properly fire-proofed .
that,large,nyt_eng_19940711_0057_25,24,"If you give up the automatic transmission , you can gain 25 percent more engine displacement , and the price differential is n't that large ."
especially,impressive,nyt_eng_19940711_0055_19,24,"The Ram 's 300 horses are tuned for hauling , not acceleration , so the engine performance , while brisk , is not especially impressive in an unladen truck ."
so,strange,nyt_eng_19940711_0053_43,7,"In this , I am not so strange ."
even,halfway,nyt_eng_19940710_0196_11,4,"Visitors are not even halfway down the basement steps when Peters , 62 , is pointing to treasures on the wall ."
as,young,nyt_eng_19940710_0194_16,4,"I 'm not as young as I used to be , but I think I 'm as active as I used to be ."
as,original,nyt_eng_19940710_0185_1,26,Disney 's blockbuster film  -LBQ-  The Lion King  -RDQ-  has aroused a roar of protest from those who say the record-breaking animation feature is not as original as Disney claims but borrows substantially from a Japanese story created 40 years ago .
just,gossage,nyt_eng_19940710_0161_43,4,It is not just Gossage who talks knowledgeably of the issues ; it is almost any player .
yet,clear,nyt_eng_19940710_0152_24,17,"Even though most analysts here expect that Karadzic will sign the settlement , it is not yet clear that Milosevic will get his way ."
always,convinced,nyt_eng_19940710_0138_35,13,"On the other hand , those who receive intelligence reports are not always convinced of their usefulness ."
so,lucky,nyt_eng_19940710_0134_36,14,"But one of his former colleagues , Heinz-Dieter Winter , has not been so lucky ."
as,large,nyt_eng_19940710_0127_3,15,"While CNN had big audiences for the Simpson hearing , they were not nearly as large as those for the networks , which saw their daytime ratings soar between 20 and 40 percent from regular levels ."
decidedly,offbeat,nyt_eng_19940710_0081_6,4,"Both are indeed decidedly offbeat , not the kind of fare likely to pop up on the commercial networks ."
terribly,important,nyt_eng_19940710_0078_8,14,"To most analysts , the timing of the new Fed move is not terribly important ."
entirely,smooth,nyt_eng_19940710_0004_7,10,Germany 's road to this point has n't been entirely smooth .
as,pertinent,nyt_eng_19940709_0221_2,17,"The greetings , so necessary last season because of all the new faces , are n't as pertinent as the Raiders open training camp tonight for newcomers , rookies and select veterans ."
really,edible,nyt_eng_19940709_0215_34,18,"-LBQ-  And because it 's too soft , a lot of what we 're dumping is not really edible at all ,  -RDQ-  Sadoian said ."
as,nice,nyt_eng_19940709_0211_16,46,"-LBQ-  There was n't anything that even came close ,  -RDQ-  she said , naming one house with 17 acres that sold for  -LBQ-  a million seven , a million nine -- whatever it was we could n't afford it -- and it was n't as nice .  -RDQ-"
politically,correct,nyt_eng_19940709_0206_14,7,But I guess that 's not politically correct .  -RDQ-
as,close,nyt_eng_19940709_0201_56,4,"He is not as close to Mackovic , though he said their relationship has improved since last fall , when he complained about the number of passes being thrown his way , a not-uncommon complaint from wide receivers ."
so,sure,nyt_eng_19940709_0162_33,5,Other lawmakers are not so sure .
entirely,new,nyt_eng_19940709_0151_27,17,"Perhaps sensing that he might appear to be waffling , Cuomo argues his proposal is not entirely new  -COL-  he has in the past called for nonbinding referendums on the death penalty and recommended that it be debated at a constitutional convention ."
as,strong,nyt_eng_19940709_0143_29,16,"Anyway , the president hinted , if he is wrong and the fundamentals are not as strong as he thinks , no amount of intervention in the markets will be sufficient to hold up the currency ."
as,dangerous,nyt_eng_19940709_0119_1,19,"Eric Corley , editor of the computer hacker quarterly  -LBQ-  2600 ,  -RDQ-  said Mitnick is not nearly as dangerous as authorities portray him ."
really,sure,nyt_eng_19940709_0114_50,4,I 'm not really sure where that would be .  -RDQ-
as,comfortable,nyt_eng_19940709_0072_25,22,"-LBQ-  You can get started on a pair of cheap skates , but the person should realize it may not be as comfortable as the more expensive skate , and it will wear out twice as fast ,  -RDQ-  Lerma said ."
so,terrifying,nyt_eng_19940709_0067_28,21,"-LBQ-  If an animal dies of natural circumstances , which happens all the time , then this is not nearly so terrifying to a child as to feel that all creatures are motivated by the same cruel impulses that some human beings act on .  -RDQ-"
as,flashy,nyt_eng_19940709_0064_23,5,"Perhaps it 's not as flashy as bear-killing , but what the heck ."
too,long,nyt_eng_19940709_0064_11,5,And it was n't too long before she decided to be a scrappy little hellion to Bailey .
entirely,free,nyt_eng_19940709_0063_12,5,But containers are n't entirely free of problems .
just,interested,nyt_eng_19940709_0062_9,6,"Collier says he was not just interested in the big three of the family in  -LBQ-  The Roosevelts  -COL-  An American Saga ,  -RDQ-  but wanted to look at the dark side to the story  -COL-  How hard it was for Teddy 's children to live up to their old man 's image or how FDR and Eleanor 's children coped with being the product of loveless relationship ."
that,hard,nyt_eng_19940709_0055_11,26,"Corbin , as Slayton , discusses how beautiful women would throw themselves at them to get the boys in bed --  -LBQ-  which was n't that hard to do ,  -RDQ-  he recalls ."
personally,satisfying,nyt_eng_19940709_0052_5,27,"With summer jobs scarce and college admissions stiff , some schools are requiring community service , and some teens are finding the work is not only personally satisfying , but helps boost their resume ."
exactly,overpowering,nyt_eng_19940709_0023_18,4,"He was n't exactly overpowering -- five hits , four walks , just one 1-2-3 inning -- but he let his defense do the work ."
totally,unexpected,nyt_eng_19940709_0022_4,28,"The medical findings of the 1 1\/2 - hour surgery , performed in Menlo Park , Calif. , by Drs. Warren King and Gordon Campbell , were not totally unexpected ."
as,dramatic,nyt_eng_19940709_0021_24,28,"Lindeman was the next victim , out on a 1-6 -LRB- Orel Hershiser to Bournigal -RRB- fielder 's choice -RRB- , but his departure was not nearly as dramatic as Todd Hundley 's ."
mentally,stable,nyt_eng_19940709_0014_4,29,"But there have been persistent doubts over whether the younger Kim , a reclusive and deeply mysterious man who , according to Western intelligence reports may not be mentally stable , would win the confidence of the North Korean military ."
really,hurt,nyt_eng_19940708_0307_20,5,"-LBQ-  I was n't really hurt , but I was concerned by some of the unfair criticism that was directed toward me and my efforts ."
absolutely,positive,nyt_eng_19940708_0291_39,13,"Asked was he sure , he replied that he could not be absolutely positive ."
so,used,nyt_eng_19940708_0279_10,5,But we are not so used to death around here .  -RDQ-
so,strong,nyt_eng_19940708_0277_23,30,"Most economists have been expecting the Fed to raise interest rates to curb excessive growth , and Friday 's report , while perhaps hastening that day , was not so strong as to make a rate a increase a certainty ."
very,easy,nyt_eng_19940708_0216_16,5,-LBQ-  It was n't very easy to be known in both worlds .  -RDQ-
so,sure,nyt_eng_19940708_0212_24,5,"-LBQ-  I was n't so sure how people would accept me ,  -RDQ-  Mandy Frederickson , signed through her interpreter ."
all,bad,nyt_eng_19940708_0188_25,4,"That 's not all bad , according to Mormar , since the contradictions alerted the leaders to  -LBQ-  fissures that were n't patched over or healed at that stage .  -RDQ-"
that,interesting,nyt_eng_19940708_0181_34,7,"-LBQ-  Fashion shows are not actually that interesting ,  -RDQ-  Ms. Saunders said ."
really,vermin,nyt_eng_19940708_0180_45,6,"Well , they 're not really vermin ."
as,sharp,nyt_eng_19940708_0180_26,15,"The quills , which settle back when the animal is relaxed , are not as sharp nor as easily dislodged as a porcupine 's ."
really,intelligent,nyt_eng_19940708_0180_10,4,They 're not really intelligent .
intuitively,obvious,nyt_eng_19940708_0157_12,4,It 's not intuitively obvious to me anymore .  -RDQ-
that,modest,nyt_eng_19940708_0153_5,8,"Hayne is not , in fact , that modest about his role in running the company , whose sales grew 43 percent last year , from $ 59.1 million to $ 84.5 million ."
altogether,impossible,nyt_eng_19940708_0150_36,5,"-LBQ-  It 's not altogether impossible that , despite the odds , this very poverty-stricken country could make progress ,  -RDQ-  said Nelson ."
so,innocent,nyt_eng_19940708_0135_39,9,"Their children who break support pledges are not so innocent , but the real blame should be placed on the loophole-plagued system itself ."
as,powerful,nyt_eng_19940708_0120_16,18,"Coupled with the automatic transmission , as our test car was , this 240SX is not quite as powerful as sports-minded customers may like ."
so,bad,nyt_eng_19940708_0105_29,16,"-LBQ-  You can look at remarks by Zhu Rongji , saying that inflation is not so bad ,  -RDQ-  explained Sweeney , referring to the senior Chinese official overseeing the mainland economy ."
immediately,clear,nyt_eng_19940708_0073_10,4,It was not immediately clear whether his statement will make an impact on the Atlanta Committee for the Olympic Games -LRB- ACOG -RRB- .
always,successful,nyt_eng_19940708_0059_34,15,droll examination of the ongoing clash between status-quo conservatism and artistic freedom is n't always successful .
so,deep,nyt_eng_19940708_0013_37,14,"It was no different in the 1954 World Series , which is not so deep in the city 's athletic attic that the natives have forgotten ."
as,easy,nyt_eng_19940708_0003_10,4,It 's not as easy as you think .
so,sure,nyt_eng_19940707_0344_18,14,But those who have tried to fight corruption in the past are not so sure .
as,effective,nyt_eng_19940707_0340_45,8,-LBQ-  Connecticut 's law will not be as effective as it could be .
entirely,analogous,nyt_eng_19940707_0319_8,9,"But , Bell said the case is not entirely analogous to the Simpson case , because the warrantless entry was made adjacent to a crime scene -- not a couple of miles away ."
as,attractive,nyt_eng_19940707_0290_3,11,"While the resale values of moderate-income apartment complexes are not as attractive as they would be for luxury residential properties , such complexes offer a steady stream of income , providing the cash to build more developments , thereby increasing income and making the company attractive to Wall Street ."
as,clear,nyt_eng_19940707_0279_35,6,The answer has not been as clear as the Bosnian leaders would have liked .
completely,fossilized,nyt_eng_19940707_0232_6,5,"The bones are not completely fossilized , and therefore much of their original phosphate mineral has survived during the 65 million years the animal lay sealed in rock ."
so,easy,nyt_eng_19940707_0197_12,19,"Of Charlton , who is Ireland 's favorite Englishman , she said ,  -LBQ-  It 's not quite so easy to fit the manager into this frame , as an Englishman who has won the hearts of the Irish people .  -RDQ-"
too,sure,nyt_eng_19940707_0189_1,13,"Picking our way through a jam of Lexi , we were n't too sure how Star Canyon 's valet parkers would react to our 9-year-old Volkswagen ."
quite,able,nyt_eng_19940707_0185_20,14,"After offering up an extraordinarily rich collection of anecdotes , Sandgren is n't quite able to turn the dramatic corner ."
always,successful,nyt_eng_19940707_0185_4,4,"Sandgren is not always successful in bringing off this ambitious meshing , but he has made the various elements sufficiently engaging that he very nearly gets away with it ."
as,high,nyt_eng_19940707_0171_8,6,"While their winds are not as high or destructive as those of hurricanes , they can contain as much moisture ."
completely,fossilized,nyt_eng_19940707_0157_49,5,"The bones are not completely fossilized , and therefore much of their original phosphate mineral has survived during the 65 million years the animal lay sealed in rock ."
that,sure,nyt_eng_19940707_0122_21,28,"Now I would n't have imagined this fellow even knew what the word  -LBQ-  genitalia  -RDQ-  meant , and being quite young , I was n't all that sure I knew what it meant either ."
necessarily,bad,nyt_eng_19940707_0100_12,20,"Dealers , then , are left with a flock of smaller or less successful films , which is n't necessarily bad ."
so,bad,nyt_eng_19940707_0094_19,18,"Considering what happened to kids like him almost everywhere else in Europe , Sweden probably was n't so bad after all ."
particularly,deep,nyt_eng_19940707_0094_8,9,"Sandgren and Schutt 's social insights are not particularly deep or unique , but they nonetheless provide an intriguing extra dimension ."
too,hard,nyt_eng_19940707_0076_24,4,It 's not too hard .
exactly,sure,nyt_eng_19940707_0075_15,4,"They 're not exactly sure what the group is up to , but they wonder ."
as,committed,nyt_eng_19940707_0043_8,18,"Even before Atlanta-based C&S \/ Sovran Corp. became part of NationsBank in 1992 , it was n't as committed to the group as other banks , he said ."
completely,unfamiliar,nyt_eng_19940707_0040_2,7,"Sure , you 're probably not completely unfamiliar with GATT ."
that,tough,nyt_eng_19940707_0010_32,15,"Even though he may look like a biker , Walter insists he is n't that tough ."
nearly,enough,nyt_eng_19940706_0369_11,16,"If your only connection is that O.J. was in the area , that 's not nearly enough ,  -RDQ-  he said ."
as,afraid,nyt_eng_19940706_0357_38,13,She added  -COL-  ` It 's now something that people are n't as afraid to talk about .
otherwise,able,nyt_eng_19940706_0357_22,18,-LBQ-  So our emphasis is positive  -COL-  that it helps you do things that you 're not otherwise able to do .
as,risky,nyt_eng_19940706_0331_42,33,"Anchor has invested the bulk of its deposits in mortgage-backed securities made up of home loans in California , because loans in that state carry adjustable interest rates , which are not as risky for the bank ."
exactly,forthcoming,nyt_eng_19940706_0265_8,7,"And , they have not been exactly forthcoming with tournament organizers either , regarding the release of team information ."
always,apparent,nyt_eng_19940706_0237_34,6,"The same enthusiasm is not always apparent among students , above all those studying mathematics , sciences and technical subjects ."
so,successful,nyt_eng_19940706_0134_53,28,"He is successful enough to provide a most comfortable life for himself , his wife of 17 years and his 7-year-old daughter , but he is not so successful that the public demands of celebrity threaten to hogtie their lives ."
so,sure,nyt_eng_19940706_0134_33,6,"Now , Martini is not so sure ."
quite,serendipity,nyt_eng_19940706_0127_26,5,"-LBQ-  It was n't quite serendipity , because we had a suspicion based on some data ."
intensely,personal,nyt_eng_19940706_0082_4,15,"His work , much of it delicate drawings , pastels and watercolors , is intensely personal and strange , and therefore not easy to grasp ."
very,different,nyt_eng_19940706_0081_30,22,"One might even suggest that when applied to non-Western art like that of India , today 's theory is not so very different in effect from the colonialist approaches of a century ago ."
even,certain,nyt_eng_19940706_0065_33,7,"In fact , he is not even certain he would have been a dancer had he not grown up 20 blocks from the School of American Ballet ."
as,crowded,nyt_eng_19940706_0061_16,28,"While the Thames is still very busy -- barges , pleasure boats and other cruise ships seem to be in constant motion -- it is not nearly as crowded as it was earlier this century , when freighters and cargo barques used to tie up in long rows beside riverside warehouses ."
around,much,nyt_eng_19940706_0051_25,6,"-LBQ-  The fathers were not around much , and the mothers were perhaps around too much , doing some serious vicarious living through their children .  -RDQ-"
still,fresh,nyt_eng_19940706_0039_3,17,"Even if the vastly superior  -LBQ-  Speed ,  -RDQ-  which it superficially resembles , were n't still fresh in memory ,  -LBQ-  Blown Away  -RDQ-  would seem hopelessly mired in its own triteness ."
as,effective,nyt_eng_19940706_0023_25,13,Al Wilson of the Georgia State Patrol acknowledged that radar is not as effective in highly congested areas and that sometimes no single car can be identified .
that,immediate,nyt_eng_19940705_0375_18,5,"-LBQ-  It 's not that immediate in all cases ,  -RDQ-  Fuhrman said ."
probably,right,nyt_eng_19940705_0371_4,10,-LBQ-  -LRB- O.J. said -RRB- it would n't be probably right for me to be in the house -LRB- with Nicole Simpson -RRB- .
as,good,nyt_eng_19940705_0298_21,17,"When told about his selection on Sunday , Saberhagen voiced regret that his numbers were not as good as he might want them to be ."
so,confident,nyt_eng_19940705_0290_16,5,"Though traders were not so confident in their opinions that they bid up the price of bonds , few market analyst expect Federal Reserve Chairman Alan Greenspan to announce another rate increase Wednesday or Thursday ."
as,strong,nyt_eng_19940705_0284_25,11,"For the skeptics who believe that the Brazilians are not as strong as they appear , Bergkamp had a warning ."
just,willing,nyt_eng_19940705_0270_18,5,"-LBQ-  Parents are not just willing to say that my kid is an extremely good student and take what they get in financial aid ,  -RDQ-  said Lynn Caldwell , director of counseling at the Highland Park Independent School District in Dallas and a former member of the College Board 's committee studying financial aid issues ."
talent,intensive,nyt_eng_19940705_0262_20,4,It is not talent intensive .
too,evident,nyt_eng_19940705_0255_49,7,But compromise and accommodation were not too evident in other parts of the city .
so,inept,nyt_eng_19940705_0238_51,32,"Even with their return to the living and breathing , the Athletics would not be in position to contend for a championship if the other teams in the division were not so inept ."
as,odd,nyt_eng_19940705_0224_13,5,So it 's not as odd as it might seem that Dyson would insult the city 's African-American population with a watermelon crack .
much,different,nyt_eng_19940705_0161_20,4,It 's not much different from buying a complete package to go into the coffee bar business .
very,efficient,nyt_eng_19940705_0048_14,8,"-LBQ-  But the market still is n't very efficient , very intelligent or very bright .  -RDQ-"
as,good,nyt_eng_19940705_0002_24,10,"On certain instances , our response time is not as good as we wanted it to be .  -RDQ-"
so,much,nyt_eng_19940704_0327_41,9,"-LBQ-  One man down against Brazil is not so much ,  -RDQ-  said Milutinovic ."
that,interested,nyt_eng_19940704_0317_21,13,"-LBQ-  It 's true that people in the United States are not that interested in soccer ,  -RDQ-  Desai said , disappointed the York has n't sold out ."
as,fast,nyt_eng_19940704_0302_12,5,The track was n't as fast as it had been .
so,sure,nyt_eng_19940704_0296_15,5,But Widell is not so sure .
immediately,clear,nyt_eng_19940704_0277_2,28,"Specialists said the detailed effect of the final regulations on transfer pricing , one of the most contentious and arcane sections of tax law , was not immediately clear , partly because they had not yet fully digested the fine print in a 262-page document that began circulating only late Friday ."
widely,available,nyt_eng_19940704_0267_4,26,"Advocacy groups that deal with children , hunger and poverty say they are both puzzled and disheartened that the summer lunch program is not more widely available ."
very,international,nyt_eng_19940704_0261_16,9,"-LBQ-  Traditionally , Taiwanese businessmen have not been very international ,  -RDQ-  said T.C. Lee , a banker at Citibank in Taipei ."
especially,unusual,nyt_eng_19940704_0248_39,12,"Over all , the movement in the mark has not been especially unusual ."
aggressively,negative,nyt_eng_19940704_0248_19,16,"But recently we 've been playing to the dollar weakness , but we are not aggressively negative on the dollar .  -RDQ-"
quite,willing,nyt_eng_19940704_0229_3,5,But Doctorow is not quite willing to cop to writing literally about either the past or present .
so,weird,nyt_eng_19940704_0228_21,4,"It 's not so weird , really ."
as,bad,nyt_eng_19940704_0225_20,7,"-LBQ-  The fixed-income numbers are n't as bad as we expected ,  -RDQ-  said A. Michael Lipper , president of Lipper Analytical Services ."
only,ill,nyt_eng_19940704_0222_25,5,"Some men are not only ill at ease , they also are reluctant to accept women in combat roles , said Lt. Andrew Alford , an instructional pilot with the Norfolk , Va.-based Fleet Logistics Support Squadron 40 , which flies mail and other cargo ."
always,easy,nyt_eng_19940704_0220_13,14,"One big incentive is avoiding bankruptcy , and farmers say it 's not always easy , given contracts that can be canceled at any time ."
that,serious,nyt_eng_19940704_0216_48,10,"-LBQ-  Just one of those things is not all that serious ,  -RDQ-  Adair said ."
even,close,nyt_eng_19940704_0216_18,5,And that 's not even close to Wrigley Field in Chicago .
as,razor-sharp,nyt_eng_19940704_0184_22,19,"The Woolly Mammoth production , housed in a flashy reversible set designed by James Kronzer , is n't as razor-sharp as the company 's work can be , and the usual on-the-button casting is slightly off ."
as,substantial,nyt_eng_19940704_0170_5,8,Brown added that the loss was not as substantial as it seemed .
routinely,available,nyt_eng_19940704_0160_12,24,"Before this study , experts had said it was premature to recommend screening for homocysteine , in part because such tests are not routinely available in most hospitals or doctors ' offices ."
very,smart,nyt_eng_19940704_0154_34,8,"By their lights , he 's not very smart and his taste in technology and food are the same ."
much,different,nyt_eng_19940704_0154_14,18,"From what I 've seen and read , your first experience with two-way TV wo n't be much different from ordering a movie using a hotel room TV ."
so,nice,nyt_eng_19940704_0128_33,5,-LBQ-  It 's not so nice to live in the unknown .  -RDQ-
really,afraid,nyt_eng_19940704_0128_32,5,"-LBQ-  I 'm not really afraid , but I want to know what will be ,  -RDQ-  Richter said ."
so,stingy,nyt_eng_19940704_0115_1,48,"On this rolling expanse of tall-grass prairie , where many Shakopee Mdewekantan once barely eked out a living by stripping copper and selling cigarettes , or scraped along on welfare , tribal elders would remind children growing up in rickety trailers that life had not always been so stingy ."
