line_in_source,hit_id,colloc,adv,adj,sent_text,sent_id,adv_index,corpus_segment,date,year,context,context_word,context_type,in_basic,polarity,context_overlap
369989,nyt_eng_19971014_0345_27:6,so_compelling,so,compelling,-LBQ-  This issue will be so compelling that it 's bound to change .,nyt_eng_19971014_0345_27,6,nyt_eng_19971014,1997-10-14,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
125555,nyt_eng_19951016_0355_27:16,so_compelling,so,compelling,"It is inherently risky to trust an experimental program , but Navigator 2.0 b is so compelling , and reveals so much about the future of the Web , that it is worthy of a preview .",nyt_eng_19951016_0355_27,16,nyt_eng_19951016,1995-10-16,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
17373,nyt_eng_19940917_0169_19:5,so_complete,so,complete,Nebraska 's blocking was so complete that Phillips had time to reach for a juggled pitch and still ease into the end zone without a challenge .,nyt_eng_19940917_0169_19,5,nyt_eng_19940917,1994-09-17,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
248868,nyt_eng_19961022_0721_35:12,so_complex,so,complex,And Con Ed 's forms for releasing its gas customers are so complex that few are willing to slog their way through them .,nyt_eng_19961022_0721_35,12,nyt_eng_19961022,1996-10-22,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
221397,nyt_eng_19960801_0297_24:8,so_complicated,so,complicated,"-LBQ-  He said , ` It 's so complicated , it will be your grandchildren who will see the results ,  -RDQ-  ' recalls the 38-year-old Strauch .",nyt_eng_19960801_0297_24,8,nyt_eng_19960801,1996-08-01,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
375379,nyt_eng_19971028_0684_27:4,so_concerned,so,concerned,"Some activists are so concerned about Perot that they broke away from the Reform Party group earlier this month at a meeting in Schaumburg , Ill. .",nyt_eng_19971028_0684_27,4,nyt_eng_19971028,1997-10-28,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
26341,nyt_eng_19961018_0539_16:10,so_concerned,so,concerned,"Amparo Sizemore , Nicole 's mother , was n't so concerned about her daughter 's fashion tastes .",nyt_eng_19961018_0539_16,10,nyt_eng_19961018,1996-10-18,1996,not_VP-adv,not,VP-adv,True,negative,False
98410,nyt_eng_19950724_0344_9:3,so_confused,so,confused,I was so confused I do n't know what I saw .  -RDQ-,nyt_eng_19950724_0344_9,3,nyt_eng_19950724,1995-07-24,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
225803,nyt_eng_19960815_0490_30:9,so_consistent,so,consistent,He beats out potential rivals because he is so consistent and because of his excellent blocking skills .,nyt_eng_19960815_0490_30,9,nyt_eng_19960815,1996-08-15,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
3896,nyt_eng_19940719_0025_12:29,so_controversial,so,controversial,"The question provoked by Gebbie 's ouster is whether her ineffectiveness was the result of her own shortcomings or the complexity of the AIDS crisis , which is so controversial and touches so many constituencies that the task may simply be too large for one person to handle .",nyt_eng_19940719_0025_12,29,nyt_eng_19940719,1994-07-19,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
185999,nyt_eng_19960409_0588_19:5,so_controversial,so,controversial,"-LBQ-  Cigarettes have been so controversial for so long ,  -RDQ-  he said .",nyt_eng_19960409_0588_19,5,nyt_eng_19960409,1996-04-09,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
171786,nyt_eng_19960229_0405_18:5,so_convinced,so,convinced,"Botero said Samper was so convinced he would win the first round of the voting May 29 , 1994 , that he ordered Botero to spend all the money they had .",nyt_eng_19960229_0405_18,5,nyt_eng_19960229,1996-02-29,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
171866,nyt_eng_19960229_0578_1:12,so_convincing,so,convincing,"UNDATED  -COL-  In  -LBQ-  French Twist ,  -RDQ-  Josiane Balasko is so convincing as a very mannish , very butch  -LBQ-  diesel  -RDQ-  that audiences automatically assume she 's a lesbian .",nyt_eng_19960229_0578_1,12,nyt_eng_19960229,1996-02-29,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
75167,nyt_eng_19950512_0045_20:7,so_convincing,so,convincing,"Suns 118 , Rockets 94 was so convincing there is reason to think that it 's over before it 's over _ that the Rockets will go quietly , and quickly , and the Suns can move on to the next round against a team that can provide some real competition .",nyt_eng_19950512_0045_20,7,nyt_eng_19950512,1995-05-12,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
412,nyt_eng_19940720_0165_32:9,so_crazy,so,crazy,It 's just the soccer I 'm not so crazy about .,nyt_eng_19940720_0165_32,9,nyt_eng_19940720,1994-07-20,1994,not_VP-adv,not,VP-adv,True,negative,False
35084,nyt_eng_19970612_0328_22:10,so_crazy,so,crazy,But it seems clear now that he was not so crazy after all .,nyt_eng_19970612_0328_22,10,nyt_eng_19970612,1997-06-12,1997,not_VP-adv,not,VP-adv,True,negative,False
264160,nyt_eng_19961207_0131_1:5,so_crowded,so,crowded,"The city streets were so crowded and messy , the journalist wrote , that pedestrians could barely make their way through the maze of  -LBQ-  chairs and benches of iron , advertising signs , square kiosks , round kiosks , oval kiosks , kiosks for all purposes , kiosks for bars , kiosks for florists spilling out over the sidewalk .",nyt_eng_19961207_0131_1,5,nyt_eng_19961207,1996-12-07,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
41245,nyt_eng_19950108_0160_41:7,so_crucial,so,crucial,"As for Sanders , he is so crucial to the team that Seifert did not risk using him on kickoff returns against Chicago .",nyt_eng_19950108_0160_41,7,nyt_eng_19950108,1995-01-08,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
370432,nyt_eng_19971015_0483_10:9,so_crucial,so,crucial,"The state 's reputation as a trend-setter is so crucial to most foreign automakers that the Samsung and Daewoo companies of South Korea have bought design studios here , even though neither manufacturer sells cars in America yet .",nyt_eng_19971015_0483_10,9,nyt_eng_19971015,1997-10-15,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
11779,nyt_eng_19940823_0318_31:9,so_crucial,so,crucial,That is why Dole 's 41 votes are so crucial .,nyt_eng_19940823_0318_31,9,nyt_eng_19940823,1994-08-23,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
162308,nyt_eng_19960201_0673_14:18,so_cumbersome,so,cumbersome,"The publicity generated by the raid highlighted the sorry state of police identification systems , which were so cumbersome that it took the state police two years to assemble the full arrest records of the Appalachia suspects , one of whom was found to have 200 separate police files .",nyt_eng_19960201_0673_14,18,nyt_eng_19960201,1996-02-01,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
411453,nyt_eng_19980210_0099_11:3,so_customary,so,customary,"Vulgarity is so customary when she is on the bench , according to Northampton County District Attorney John Morganelli , that the official record usually has to be  -LBQ-  sanitized  -RDQ-  by court reporters .",nyt_eng_19980210_0099_11,3,nyt_eng_19980210,1998-02-10,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
207353,nyt_eng_19960609_0130_2:6,so_cute,so,cute,"-LBQ-  Oh , he 's so cute !  -RDQ-  the flight attendant said .",nyt_eng_19960609_0130_2,6,nyt_eng_19960609,1996-06-09,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
14661,nyt_eng_19940906_0263_31:3,so_cute,so,cute,"They were so cute , and we were sitting there eating meat .",nyt_eng_19940906_0263_31,3,nyt_eng_19940906,1994-09-06,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
207356,nyt_eng_19960609_0141_2:6,so_cute,so,cute,"-LBQ-  Oh , he 's so cute !  -RDQ-  the flight attendant said .",nyt_eng_19960609_0141_2,6,nyt_eng_19960609,1996-06-09,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
311031,nyt_eng_19970425_0537_34:7,so_damaged,so,damaged,That 's why Hamilton was apparently so damaged by denying for so long that he stayed on Fayed 's tab at The Ritz .,nyt_eng_19970425_0537_34,7,nyt_eng_19970425,1997-04-25,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
270183,nyt_eng_19961226_0471_26:16,so_dark,so,dark,"In any kind of forest , or if it is overcast , it will be so dark you may not be able to see your hand in front of your face .",nyt_eng_19961226_0471_26,16,nyt_eng_19961226,1996-12-26,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
72541,nyt_eng_19950503_0445_37:7,so_dead-on,so,dead-on,The rhythm of his writing is so dead-on and the jokes are structured so wonderfully .,nyt_eng_19950503_0445_37,7,nyt_eng_19950503,1995-05-03,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
116996,nyt_eng_19950919_0623_3:37,so_deadly,so,deadly,"Another panel member , Dr. David R. Williams of the University of Michigan Institute for Social Research , said that needle programs raised important ethical and moral problems for society but that the AIDS epidemic was so deadly that countering it might take precedence .",nyt_eng_19950919_0623_3,37,nyt_eng_19950919,1995-09-19,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
339004,nyt_eng_19970716_1006_4:18,so_decayed,so,decayed,"Four existing buildings would be renovated and 10 buildings would be demolished , including some that are so decayed that they have already been abandoned .",nyt_eng_19970716_1006_4,18,nyt_eng_19970716,1997-07-16,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
168925,nyt_eng_19960221_0602_26:5,so_deep,so,deep,-LBQ-  And it 's so deep it ca n't be anything but messy .  -RDQ-,nyt_eng_19960221_0602_26,5,nyt_eng_19960221,1996-02-21,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
384637,nyt_eng_19971122_0060_21:23,so_deep,so,deep,"Yet the Nihon Keizai newspaper , the authoritative business daily which first reported Yamaichi was considering closing , said the brokerage is so deep in debt that it 's 3 trillion yen short of the 24 trillion yen entrusted to it by customers .",nyt_eng_19971122_0060_21,23,nyt_eng_19971122,1997-11-22,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
289328,nyt_eng_19970221_0324_16:23,so_defensive,so,defensive,"-LBQ-  Everybody 's all shook up about China selling back meal , and that 's why the meal -LRB- contract -RRB- is so defensive ,  -RDQ-  said Vic Lespinasse , a floor trader for Dean , Witter Reynolds & Co. at the Chicago Board of Trade .",nyt_eng_19970221_0324_16,23,nyt_eng_19970221,1997-02-21,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
183604,nyt_eng_19960402_0197_47:10,so_demanding,so,demanding,"Maintaining a personal life with a job that is so demanding  -LBQ-  is hard ,  -RDQ-  she said .",nyt_eng_19960402_0197_47,10,nyt_eng_19960402,1996-04-02,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
291232,nyt_eng_19970227_0246_10:14,so_dependent,so,dependent,"-LBQ-  You 're so busy , you 're so tired , you 're so dependent on that person , it 's not that you overlook things but that you do n't see them to begin with ,  -RDQ-  as if a kind of blindness sets in , she says .",nyt_eng_19970227_0246_10,14,nyt_eng_19970227,1997-02-27,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
415403,nyt_eng_19980224_0042_10:14,so_dependent,so,dependent,-LBQ-  Often the wives are more devastated than the men because they are so dependent on the man 's career .,nyt_eng_19980224_0042_10,14,nyt_eng_19980224,1998-02-24,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
293637,nyt_eng_19970306_0575_26:20,so_desperate,so,desperate,"Michael Henzi , who follows the oil-services industry for the brokerage firm Stephens Inc. , said some companies were so desperate for equipment that they had been borrowing rigs that other companies have under long-term contract .",nyt_eng_19970306_0575_26,20,nyt_eng_19970306,1997-03-06,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
212014,nyt_eng_19960703_0318_29:20,so_desperate,so,desperate,"On weekends , Johnson worked 12 hour shifts at Nypro , a large plastics company in Clinton that was so desperate for weekend workers it paid 40-hour wages for 24 hours of work .",nyt_eng_19960703_0318_29,20,nyt_eng_19960703,1996-07-03,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
25252,nyt_eng_19941022_0226_33:15,so_detailed,so,detailed,"Siegler 's comprehensive four-page list of restrictions , compiled over two years , is so detailed it is almost impossible to misconstrue what is acceptable -LRB- very little , in fact -RRB- .",nyt_eng_19941022_0226_33,15,nyt_eng_19941022,1994-10-22,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
12937,nyt_eng_19940829_0264_28:21,so_determined,so,determined,Giants managing partner Peter Magowan said just before the strike that the combination of poor and hard-line clubs  -LBQ-  are so determined that there must be a change for them to survive that they 'll veto any proposal which does not contain this change .  -RDQ-,nyt_eng_19940829_0264_28,21,nyt_eng_19940829,1994-08-29,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
139242,nyt_eng_19951124_0332_2:16,so_determined,so,determined,"At a time when most doctors have joined managed-care organizations , this family practitioner is so determined to be independent that she has spent most of her life savings _ and part of her parents ' _ in an effort to stay that way .",nyt_eng_19951124_0332_2,16,nyt_eng_19951124,1995-11-24,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
160593,nyt_eng_19960128_0183_26:17,so_different,so,different,They have missed many of the nuances on how to relate to a community that is so different from any other immigrant population that Israel has .,nyt_eng_19960128_0183_26,17,nyt_eng_19960128,1996-01-28,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
217236,nyt_eng_19960718_0560_32:22,so_different,so,different,Owner Rafi Fidler says he had to alter the New York recipe for his product because the water in Israel is so different .,nyt_eng_19960718_0560_32,22,nyt_eng_19960718,1996-07-18,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
396833,nyt_eng_19971228_0044_29:3,so_different,so,different,That 's so different than it was in the early '90s .  -RDQ-,nyt_eng_19971228_0044_29,3,nyt_eng_19971228,1997-12-28,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
198110,nyt_eng_19960513_0427_2:4,so_different,so,different,The Mariners are so different that Sterling Hitchcock _ remember him ? _ will start for them against his former club Tuesday night at Yankee Stadium .,nyt_eng_19960513_0427_2,4,nyt_eng_19960513,1996-05-13,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
268206,nyt_eng_19961219_0496_46:27,so_different,so,different,"-LBQ-  I finally knew what was going on around here ,  -RDQ-  said Smith , noting that just learning the terminology was difficult because it was so different from what he was used to in New York and Philadelphia .",nyt_eng_19961219_0496_46,27,nyt_eng_19961219,1996-12-19,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
29901,nyt_eng_19941112_0139_16:13,so_different,so,different,"But Tripodi said he demurred , arguing that Centrinet 's design was so different from the earlier machine that it could alter the outcome of treatment .",nyt_eng_19941112_0139_16,13,nyt_eng_19941112,1994-11-12,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
64655,nyt_eng_19950406_0416_16:10,so_different,so,different,But the methods used to arrive at them are so different that comparisons are difficult to make .,nyt_eng_19950406_0416_16,10,nyt_eng_19950406,1995-04-06,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
192046,nyt_eng_19960426_0121_3:44,so_different,so,different,"Historically , portraits were about likeness , about simulating a sitter 's appearance , though all artists , to some degree , revealed their own character in their portraits of others , which is why Velazquez 's  -LBQ-  Pope Innocent X  -RDQ-  is so different from Bernini 's , and his paintings of Philip IV unlike Rubens 's .",nyt_eng_19960426_0121_3,44,nyt_eng_19960426,1996-04-26,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
237779,nyt_eng_19960921_0170_12:4,so_difficult,so,difficult,"-LBQ-  It 's so difficult , and my shoulders ache so much ,  -RDQ-  Rao said during one of the eight-hour round trips she makes several times a month from her base in Calcutta , where she has founded a similar clinic in the port .",nyt_eng_19960921_0170_12,4,nyt_eng_19960921,1996-09-21,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
84507,nyt_eng_19950611_0241_35:4,so_difficult,so,difficult,"-LBQ-  It is so difficult for us in Washington to communicate with people out in the country ,  -RDQ-  Clinton said .",nyt_eng_19950611_0241_35,4,nyt_eng_19950611,1995-06-11,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
120059,nyt_eng_19950928_0131_35:8,so_difficult,so,difficult,-LBQ-  The only reason these words are so difficult to speak must surely be human vanity .  -RDQ-,nyt_eng_19950928_0131_35,8,nyt_eng_19950928,1995-09-28,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
242792,nyt_eng_19961005_0152_23:22,so_dirty,so,dirty,"-LBQ-  When I first looked at the place , it had been empty for six or seven years and it was so dirty ,  -RDQ-  Mrs. Bagg said .",nyt_eng_19961005_0152_23,22,nyt_eng_19961005,1996-10-05,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
134452,nyt_eng_19951109_0501_3:4,so_disappointed,so,disappointed,"-LBQ-  I 'm so disappointed ,  -RDQ-  Seles said from her home in Sarasota , Fla. , where she 's continuing therapy prescribed by Dr. Richard Steadman , the noted Vail , Colo. , orthopedist .",nyt_eng_19951109_0501_3,4,nyt_eng_19951109,1995-11-09,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
35127,nyt_eng_19970613_0087_16:5,so_discerning,so,discerning,Others may not be so discerning .,nyt_eng_19970613_0087_16,5,nyt_eng_19970613,1997-06-13,1997,not_VP-adv,not,VP-adv,True,negative,False
160101,nyt_eng_19960126_0647_14:16,so_discouraged,so,discouraged,"Some are taking half-time jobs , some taking jobs that pay less and some are so discouraged they 're simply not looking for work anymore .  -RDQ-",nyt_eng_19960126_0647_14,16,nyt_eng_19960126,1996-01-26,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
98201,nyt_eng_19950723_0233_11:4,so_disgusted,so,disgusted,"-LBQ-  I was so disgusted at how I did at the Open , and I said to myself , ` I 'm better than that . '",nyt_eng_19950723_0233_11,4,nyt_eng_19950723,1995-07-23,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
302861,nyt_eng_19970402_0370_1:28,so_disgusted,so,disgusted,"In his new , widely publicized book  -LBQ-  Out of America  -COL-  A Black Man Confronts Africa ,  -RDQ-  author Keith Richburg of The Washington Post is so disgusted with the continent that he virtually gives thanks for slavery .",nyt_eng_19970402_0370_1,28,nyt_eng_19970402,1997-04-02,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
285045,nyt_eng_19970209_0146_66:5,so_disillusioned,so,disillusioned,His parents are now so disillusioned that they plan to leave Britain .,nyt_eng_19970209_0146_66,5,nyt_eng_19970209,1997-02-09,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
208988,nyt_eng_19960624_0728_28:4,so_disorganized,so,disorganized,"-LBQ-  We were so disorganized ,  -RDQ-  he said .",nyt_eng_19960624_0728_28,4,nyt_eng_19960624,1996-06-24,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
436791,nyt_eng_19980508_0360_2:4,so_distressing,so,distressing,"-LBQ-  It was so distressing ,  -RDQ-  recalls Dr. Jennifer Kasper , a Boston Medical Center pediatrician who heard the woman tell her story at a recent meeting to assess hunger among legal immigrants .",nyt_eng_19980508_0360_2,4,nyt_eng_19980508,1998-05-08,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
439553,nyt_eng_19980518_0028_32:4,so_dizzying,so,dizzying,It 's just so dizzying .,nyt_eng_19980518_0028_32,4,nyt_eng_19980518,1998-05-18,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
232050,nyt_eng_19960904_0503_15:14,so_dreadful,so,dreadful,"That 's the real beauty of digital broadcast  -COL-  Unless weather conditions are so dreadful that the signal is obliterated , the picture remains perfect .",nyt_eng_19960904_0503_15,14,nyt_eng_19960904,1996-09-04,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
150832,nyt_eng_19951230_0005_32:12,so_dry,so,dry,"I 'm not relieved it 's over , but it 's so dry here , everything is dried out .",nyt_eng_19951230_0005_32,12,nyt_eng_19951230,1995-12-30,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
193155,nyt_eng_19960429_0729_13:5,so_dumb,so,dumb,"-LBQ-  Those birds are so dumb they sit down on the lake in the winter and go to sleep and the next morning , they 're frozen in ,  -RDQ-  Bellows told us , steering around an inlet where steep staircases lead from rustic homes on the hillside down to floating boat docks .",nyt_eng_19960429_0729_13,5,nyt_eng_19960429,1996-04-29,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
127249,nyt_eng_19951020_0098_25:4,so_dumb,so,dumb,_ He 's so dumb he thinks a fork in a tree is for eating high off the hog .,nyt_eng_19951020_0098_25,4,nyt_eng_19951020,1995-10-20,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
18938,nyt_eng_19960321_0587_21:20,so_eager,so,eager,"-LBQ-  They like to target the international terminals because the travelers tend to be wealthy and they are n't so eager to press charges or return for a trial ,  -RDQ-  he said .",nyt_eng_19960321_0587_21,20,nyt_eng_19960321,1996-03-21,1996,not_VP-adv,not,VP-adv,True,negative,False
144659,nyt_eng_19951211_0290_25:9,so_eager,so,eager,What it all means is that CellularOne is so eager to sign up new customers that it is paying commissions to Staples that make it worthwhile for the retailer to cut such a deal .,nyt_eng_19951211_0290_25,9,nyt_eng_19951211,1995-12-11,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
199414,nyt_eng_19960516_0763_12:10,so_eager,so,eager,"When inflation fears are high , investors may be so eager to buy the bonds that they will accept a low real rate .",nyt_eng_19960516_0763_12,10,nyt_eng_19960516,1996-05-16,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
421756,nyt_eng_19980317_0387_11:9,so_eager,so,eager,"That presents a conundrum for feminists who were so eager to condemn Thomas  -COL-  Should they attack Clinton , a champion of their issues , or risk being attacked themselves as hypocrites ?",nyt_eng_19980317_0387_11,9,nyt_eng_19980317,1998-03-17,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
368558,nyt_eng_19971009_0658_23:7,so_eager,so,eager,The sponsors of the bill were so eager to get support for some action that they did not even mention China .,nyt_eng_19971009_0658_23,7,nyt_eng_19971009,1997-10-09,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
129417,nyt_eng_19951026_0459_16:6,so_eager,so,eager,Yet the GOP-controlled Congress is so eager to decimate Medicare that it is pushing through a drastic overhaul made public only a few weeks ago and on which no subcommittee ever held hearings .,nyt_eng_19951026_0459_16,6,nyt_eng_19951026,1995-10-26,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
410746,nyt_eng_19980207_0209_28:4,so_easy,so,easy,-LBQ-  It 's so easy to get up and go to work .,nyt_eng_19980207_0209_28,4,nyt_eng_19980207,1998-02-07,1998,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
338382,nyt_eng_19970715_0521_45:15,so_easy,so,easy,"Their 1995 , at $ 9 or $ 10 , shows why it 's so easy to love this grape .",nyt_eng_19970715_0521_45,15,nyt_eng_19970715,1997-07-15,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
63083,nyt_eng_19950401_0112_25:48,so_easy,so,easy,"Ronstadt played the game by going on the road , appearing on TV every chance she got and releasing a steady diet of top-20 fodder --  -LBQ-  When Will I Be Loved ,  -RDQ-   -LBQ-  Heat Wave ,  -RDQ-   -LBQ-  Blue Bayou ,  -RDQ-   -LBQ-  It 's So Easy ,  -RDQ-   -LBQ-  Ooh Baby Baby ,  -RDQ-   -LBQ-  Hurt So Bad  -RDQ-  -- that made her a fixture on radio from coast to coast .",nyt_eng_19950401_0112_25,48,nyt_eng_19950401,1995-04-01,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
39647,nyt_eng_19971013_0044_32:4,so_easy,so,easy,It was n't so easy last year against the Bills .,nyt_eng_19971013_0044_32,4,nyt_eng_19971013,1997-10-13,1997,not_VP-adv,not,VP-adv,True,negative,False
242213,nyt_eng_19961003_0801_12:18,so_easy,so,easy,"-LBQ-  If I 'm cautious in discussing any of these suggestions , it 's because it 's so easy for them to become apprehensive of the fact that I 'm here pontificating on what 's best without having consulted them .  -RDQ-",nyt_eng_19961003_0801_12,18,nyt_eng_19961003,1996-10-03,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
251816,nyt_eng_19961030_0748_15:3,so_easy,so,easy,It 's so easy to suffer lasting effects from scarlet fever .,nyt_eng_19961030_0748_15,3,nyt_eng_19961030,1996-10-30,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
14874,nyt_eng_19940907_0049_11:7,so_easy,so,easy,"The magazine said AOL was  -LBQ-  so easy , it 's hard to believe you 're on - line .  -RDQ-",nyt_eng_19940907_0049_11,7,nyt_eng_19940907,1994-09-07,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
13254,nyt_eng_19940830_0256_43:4,so_easy,so,easy,But that 's so easy to correct .,nyt_eng_19940830_0256_43,4,nyt_eng_19940830,1994-08-30,1994,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
277022,nyt_eng_19970116_0761_22:9,so_easy,so,easy,"-LBQ-  It was really surprising that it was so easy to sign up and so hard to get off ,  -RDQ-  said Russell Handy , a San Diego resident who said he tried for months last year to cancel his subscription to the service .",nyt_eng_19970116_0761_22,9,nyt_eng_19970116,1997-01-16,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
306992,nyt_eng_19970414_0873_50:5,so_easy,so,easy,It would have been so easy to close the book on Columbia and on New York .,nyt_eng_19970414_0873_50,5,nyt_eng_19970414,1997-04-14,1997,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
185899,nyt_eng_19960409_0381_23:15,so_ecological,so,ecological,"-LBQ-  It 's a replacement for wood-pulp mills and petrochemicals , and it 's so ecological .  -RDQ-",nyt_eng_19960409_0381_23,15,nyt_eng_19960409,1996-04-09,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
148781,nyt_eng_19951222_0351_13:5,so_effective,so,effective,"The vapor boot is so effective , even when soldiers are stationary for long periods , that feet perspire and socks must be changed frequently .",nyt_eng_19951222_0351_13,5,nyt_eng_19951222,1995-12-22,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
35731,nyt_eng_19970629_0151_29:11,so_effective,so,effective,But the warnings by the Democratic leaders were plainly not so effective as those from top Republicans .,nyt_eng_19970629_0151_29,11,nyt_eng_19970629,1997-06-29,1997,not_VP-adv,not,VP-adv,True,negative,False
259201,nyt_eng_19961121_0269_70:14,so_elegant,so,elegant,"Maybe it 's because the 9 or 10 soups offered each day are so elegant , like the fresh , seasonal , roasted butternut squash , a light , smooth puree spiked with apple and flavored with cinnamon , nutmeg and salt , and the rich split pea , with bits of ham .",nyt_eng_19961121_0269_70,14,nyt_eng_19961121,1996-11-21,1996,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
95265,nyt_eng_19950714_0003_4:5,so_elusive,so,elusive,Everything that had been so elusive seemed to come easily against the Colorado Rockies at Shea Stadium .,nyt_eng_19950714_0003_4,5,nyt_eng_19950714,1995-07-14,1995,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,positive,False
