line_in_source,hit_id,colloc,adv,adj,sent_text,sent_id,adv_index,corpus_segment,date,year,polarity,context,context_word,context_type,in_basic,context_overlap
114218,nyt_eng_19950911_0415_10:4,really_good,really,good,-LBQ-  Everything is really good .  -RDQ-,nyt_eng_19950911_0415_10,4,nyt_eng_19950911,1995-09-11,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
384150,nyt_eng_19971120_0959_4:5,really_great,really,great,"-LBQ-  This one is really great for me ,  -RDQ-  said Pierce , who has beaten Hingis in four of their six meetings and came out of this one shaking off an onset of leg cramps .",nyt_eng_19971120_0959_4,5,nyt_eng_19971120,1997-11-20,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
365777,nyt_eng_19971001_1039_16:4,really_happy,really,happy,"-LBQ-  I 'm really happy to be here , considering the alternative ,  -RDQ-",nyt_eng_19971001_1039_16,4,nyt_eng_19971001,1997-10-01,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
274167,nyt_eng_19970108_0735_40:13,really_hard,really,hard,"-LBQ-  Intuitively , I know this makes sense , but it 's really hard to cut into healthy tissue ,  -RDQ-  he said .",nyt_eng_19970108_0735_40,13,nyt_eng_19970108,1997-01-08,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
318969,nyt_eng_19970519_0370_50:6,really_interested,really,interested,"-LBQ-  People came who were really interested _ not just our members , but others who wanted to help ,  -RDQ-  said Chen .",nyt_eng_19970519_0370_50,6,nyt_eng_19970519,1997-05-19,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
22597,nyt_eng_19960708_0289_40:21,really_interested,really,interested,"Larry Sabato , a government professor at the University of Virginia , said ,  -LBQ-  Clinton and Dole are n't really interested in campaign reform .",nyt_eng_19960708_0289_40,21,nyt_eng_19960708,1996-07-08,1996,negative,not_VP-adv,not,VP-adv,True,False
155872,nyt_eng_19960115_0541_41:4,really_mad,really,mad,"-LBQ-  I 'm really mad about the federal shutdown ,  -RDQ-  said Pat Nault , bundled against the snow in Concord .",nyt_eng_19960115_0541_41,4,nyt_eng_19960115,1996-01-15,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
223497,nyt_eng_19960808_0555_26:4,really_mind-boggling,really,mind-boggling,"-LBQ-  It 's really mind-boggling ,  -RDQ-  said Paul Hendrie , managing editor of the nonpartisan Center for Responsive Politics in Washington , D.C. .",nyt_eng_19960808_0555_26,4,nyt_eng_19960808,1996-08-08,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
414779,nyt_eng_19980220_0463_15:15,really_necessary,really,necessary,"-LBQ-  I 'm not being cold and callous toward Jelani , but what 's really necessary is that we move forward as a basketball team ,  -RDQ-  Lavin said .",nyt_eng_19980220_0463_15,15,nyt_eng_19980220,1998-02-20,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
246972,nyt_eng_19961017_0258_18:7,really_unrealistic,really,unrealistic,"Edwards said ,  -LBQ-  It 's really unrealistic for any little girl to look at Michael Jordan and say , ` I can have that body , I can soar in the air , I can do what Michael Jordan does . '",nyt_eng_19961017_0258_18,7,nyt_eng_19961017,1996-10-17,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
374058,nyt_eng_19971024_0580_18:21,really_wonderful,really,wonderful,"-LBQ-  There 's something about that round room , the blue leather and the marvelous , courteous service that 's really wonderful .",nyt_eng_19971024_0580_18,21,nyt_eng_19971024,1997-10-24,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
7027,nyt_eng_19950421_0516_34:5,really_worried,really,worried,"-LBQ-  I 'm not really worried about it ,  -RDQ-  he said .",nyt_eng_19950421_0516_34,5,nyt_eng_19950421,1995-04-21,1995,negative,not_VP-adv,not,VP-adv,True,False
10596,nyt_eng_19940818_0076_4:17,really_worth,really,worth,"If you have n't checked out this show on your daily commute home , it 's really worth the effort .",nyt_eng_19940818_0076_4,17,nyt_eng_19940818,1994-08-18,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
311240,nyt_eng_19970426_0079_6:4,reasonably_successful,reasonably,successful,"Reed was even reasonably successful in deflecting attention from a Robertson best seller ,  -LBQ-  The New World Order ,  -RDQ-  in which Farrakhan-esque conspiracy theories about Jewish bankers intermingled with paranoid ramblings about the Council on Foreign Relations of the sort beloved by our better-armed militias .",nyt_eng_19970426_0079_6,4,nyt_eng_19970426,1997-04-26,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
399038,nyt_eng_19980105_0240_20:4,relatively_easy,relatively,easy,And it 's relatively easy to arrange .,nyt_eng_19980105_0240_20,4,nyt_eng_19980105,1998-01-05,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
92983,nyt_eng_19950707_0197_28:4,relatively_easy,relatively,easy,"While it 's relatively easy to come up with a product , Winblad said ,  -LBQ-  There are very few companies around that , from a venture perspective , can see the horizon .  -RDQ-",nyt_eng_19950707_0197_28,4,nyt_eng_19950707,1995-07-07,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
302171,nyt_eng_19970331_0342_13:10,relatively_light,relatively,light,"The dollar 's moves were exaggerated because trading was relatively light , traders said .",nyt_eng_19970331_0342_13,10,nyt_eng_19970331,1997-03-31,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
214178,nyt_eng_19960710_0420_3:7,relatively_low,relatively,low,"The theory states when inflation is relatively low , as it currently is , policymakers should wait for unforeseen recessions to make more progress against inflation .",nyt_eng_19960710_0420_3,7,nyt_eng_19960710,1996-07-10,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
177193,nyt_eng_19960315_0022_25:14,relatively_recent,relatively,recent,"The Chinese conviction that  -LBQ-  Taiwan is part of China  -RDQ-  may be relatively recent , but is nonetheless visceral .",nyt_eng_19960315_0022_25,14,nyt_eng_19960315,1996-03-15,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
429334,nyt_eng_19980409_0163_2:35,relatively_scarce,relatively,scarce,"Though Billy Crystal , as a hustling talent agent named Sammy , barely comes up to the armpit of the 7-foot-7-inch title character -LRB- Gheorghe Muresan -RRB- , the film 's odd-couple jokes are relatively scarce .",nyt_eng_19980409_0163_2,35,nyt_eng_19980409,1998-04-09,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
85716,nyt_eng_19950614_0686_10:6,relatively_small,relatively,small,The slightly elevated green is relatively small and surrounded by fairway to encourage chip-and-run shots .,nyt_eng_19950614_0686_10,6,nyt_eng_19950614,1995-06-14,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
163652,nyt_eng_19960205_0711_35:18,remarkably_low,remarkably,low,"Still , the bad reputation stuck , despite the mall 's argument that the crime rate was remarkably low for a place 12 million people pass through in a year .",nyt_eng_19960205_0711_35,18,nyt_eng_19960205,1996-02-05,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
394172,nyt_eng_19971219_0052_2:13,remarkably_vivid,remarkably,vivid,"With a digitalized photo and weaving process , the celebrity throws are remarkably vivid , and come in two sizes priced from $ 25 to $ 70 .",nyt_eng_19971219_0052_2,13,nyt_eng_19971219,1997-12-19,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
146279,nyt_eng_19951215_0161_31:44,remotely_interested,remotely,interested,"And since any civil war fought throughout Mexico would also be fought on the streets of Phoenix , Tucson , Los Angeles and most other cities of the American Southwest , it would be nice if it appeared the Clinton administration were even remotely interested in reassessing its Mexico policy .",nyt_eng_19951215_0161_31,44,nyt_eng_19951215,1995-12-15,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
158886,nyt_eng_19960124_0010_34:26,rightly_concerned,rightly,concerned,"-LBQ-  More Americans are living better lives , but too many of our fellow citizens are working harder to keep up , and they are rightly concerned about the future of their families .  -RDQ-",nyt_eng_19960124_0010_34,26,nyt_eng_19960124,1996-01-24,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
116476,nyt_eng_19950918_0595_6:4,sadly_different,sadly,different,But things are sadly different on the Madison these days .,nyt_eng_19950918_0595_6,4,nyt_eng_19950918,1995-09-18,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
368386,nyt_eng_19971009_0293_9:9,seriously_flawed,seriously,flawed,"The industry says the FTC study was  -LBQ-  seriously flawed  -RDQ-  because it assumes manufacturers would reap all of the benefits of higher prices , and because it miscalculates future industry profits",nyt_eng_19971009_0293_9,9,nyt_eng_19971009,1997-10-09,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
409874,nyt_eng_19980205_0133_22:19,sexually_active,sexually,active,"In Moscow , a recent study of 15 - to 20-year-olds found that 80 percent admitted they were sexually active and only a few bother with birth control .",nyt_eng_19980205_0133_22,19,nyt_eng_19980205,1998-02-05,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
205043,nyt_eng_19960602_0431_16:38,shockingly_thin,shockingly,thin,"Susie Orbach , a therapist who specializes in treating eating disorders and the author of  -LBQ-  Fat is a Feminist Issue  -RDQ-  and of  -LBQ-  Hunger Strike ,  -RDQ-  recalled that the first modern model who was shockingly thin was the British Twiggy , in the Swinging London of the 1960s .",nyt_eng_19960602_0431_16,38,nyt_eng_19960602,1996-06-02,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
308108,nyt_eng_19970417_0480_14:29,simply_horrendous,simply,horrendous,"-LBQ-  The main problem -LRB- with previous compact disc releases on Reprise and MCA -RRB- was the discs were taken from fifth-generation masters , so the quality was simply horrendous ,  -RDQ-  said Jimi 's stepsister , Janie Hendrix-Wright , president and CEO of Experience Hendrix .",nyt_eng_19970417_0480_14,29,nyt_eng_19970417,1997-04-17,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
57866,nyt_eng_19950314_0197_13:14,singularly_qualified,singularly,qualified,"If writing biography is both an art and a science , Parini is singularly qualified for the task .",nyt_eng_19950314_0197_13,14,nyt_eng_19950314,1995-03-14,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
235258,nyt_eng_19960913_0541_14:16,smugly_disdainful,smugly,disdainful,"Matty is attracted to Ethan -LRB- Brendan Corbalis -RRB- , a well-scrubbed intellectual who is smugly disdainful of proletarian prancers like La Miranda .",nyt_eng_19960913_0541_14,16,nyt_eng_19960913,1996-09-13,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
305498,nyt_eng_19970410_0264_2:49,so_addle-headed,so,addle-headed,"Although he and others believe Whitaker is on the shady side of the hill , the champion is 39-1-1 , with the loss being one of the biggest robberies since the Brink 's job and the draw being an absurdity against Julio Cesar Chavez in 1993 that was so addle-headed , even Chavez 's people conceded he lost .",nyt_eng_19970410_0264_2,49,nyt_eng_19970410,1997-04-10,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
79784,nyt_eng_19950527_0246_29:4,so_alien,so,alien,-LBQ-  It 's so alien to me and the folks I represent .,nyt_eng_19950527_0246_29,4,nyt_eng_19950527,1995-05-27,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
216504,nyt_eng_19960716_0799_7:4,so_appreciative,so,appreciative,"The friend was so appreciative that by the time Gary Cooper had shot Frank Miller dead , ripped the star off his own chest and thrown it to the ground before climbing into a carriage and driving off with Grace Kelly , Frazier later recalled , he was a changed man .",nyt_eng_19960716_0799_7,4,nyt_eng_19960716,1996-07-16,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
29427,nyt_eng_19970110_0409_9:5,so_arrogant,so,arrogant,"If Gingrich were n't so arrogant , he would not have been so dismissive of the 70-plus ethics complaints that have been filed against him .",nyt_eng_19970110_0409_9,5,nyt_eng_19970110,1997-01-10,1997,negative,not_VP-adv,not,VP-adv,True,False
155331,nyt_eng_19960113_0125_28:8,so_bad,so,bad,"-LBQ-  I do n't think it 's so bad that they shut down the government ,  -RDQ-  said Ms. Sowash , who works in customer service at a bank .",nyt_eng_19960113_0125_28,8,nyt_eng_19960113,1996-01-13,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
5629,nyt_eng_19950305_0124_2:8,so_bad,so,bad,"-LBQ-  In the morning it 's not so bad , but from noon to three , when the E-mail traffic picks up , it can take two or three hours ,  -RDQ-  said David Johnson , a State Department press officer .",nyt_eng_19950305_0124_2,8,nyt_eng_19950305,1995-03-05,1995,negative,not_VP-adv,not,VP-adv,True,False
404841,nyt_eng_19980121_0091_2:4,so_big,so,big,"Its economy was so big , and trade played so small a part , that distant upheavals of this sort had little impact .",nyt_eng_19980121_0091_2,4,nyt_eng_19980121,1998-01-21,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
318720,nyt_eng_19970518_0247_16:5,so_black,so,black,"-LBQ-  The smoke was so black , I almost went under myself ,  -RDQ-  he said .",nyt_eng_19970518_0247_16,5,nyt_eng_19970518,1997-05-18,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
242246,nyt_eng_19961003_0863_2:10,so_bold,so,bold,"The man known as  -LBQ-  El Senior  -RDQ-  was so bold , Francisco Perez told jurors , that he sent hitmen into a Matamoros , Mexico , clinic to kill a rival he feared was growing too powerful .",nyt_eng_19961003_0863_2,10,nyt_eng_19961003,1996-10-03,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
157779,nyt_eng_19960120_0238_43:4,so_brutal,so,brutal,-LBQ-  It 's so brutal .  -RDQ-,nyt_eng_19960120_0238_43,4,nyt_eng_19960120,1996-01-20,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
133182,nyt_eng_19951106_0570_4:24,so_busy,so,busy,"-LBQ-  Nowhere ,  -RDQ-  answered Gingrich , who said he wondered why he had even come to the meeting when the administration was so busy slurring him and Sen. Bob Dole of Kansas , the majority leader .",nyt_eng_19951106_0570_4,24,nyt_eng_19951106,1995-11-06,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
220352,nyt_eng_19960729_0502_7:3,so_busy,so,busy,"Peterson was so busy that for many years , he complained that he did not have the time to travel as a naturalist should travel .",nyt_eng_19960729_0502_7,3,nyt_eng_19960729,1996-07-29,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
307304,nyt_eng_19970415_0600_24:5,so_changed,so,changed,"-LBQ-  The landscape is so changed , you need new solutions ,  -RDQ-  said Ms. Tarses .",nyt_eng_19970415_0600_24,5,nyt_eng_19970415,1997-04-15,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
183858,nyt_eng_19960402_0620_64:9,so_coachable,so,coachable,The thing you appreciate is that he is so coachable .,nyt_eng_19960402_0620_64,9,nyt_eng_19960402,1996-04-02,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
90120,nyt_eng_19950628_0092_46:11,so_common,so,common,"It had to happen , now that personal computers are so common .",nyt_eng_19950628_0092_46,11,nyt_eng_19950628,1995-06-28,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
246745,nyt_eng_19961016_0607_41:11,so_confident,so,confident,-LBQ-  He 's just the kind of guy who is so confident in himself that he 's not intimidated by anybody around him and he actually feeds on other people .,nyt_eng_19961016_0607_41,11,nyt_eng_19961016,1996-10-16,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
168028,nyt_eng_19960219_0168_36:8,so_conservative,so,conservative,-LBQ-  But the political system here is so conservative that nothing gets done .,nyt_eng_19960219_0168_36,8,nyt_eng_19960219,1996-02-19,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
71685,nyt_eng_19950501_0166_2:48,so_creative,so,creative,"His avowed hatred of scientific and technological trends reflects growing popular disillusionment with science _ symbolized , one observer said , by films such as  -LBQ-  Terminator 2 ,  -RDQ-  where the heroine played by Linda Hamilton declares  -COL-   -LBQ-  You -LRB- scientists -RRB- think you 're so creative .",nyt_eng_19950501_0166_2,48,nyt_eng_19950501,1995-05-01,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
268602,nyt_eng_19961220_0520_1:4,so_critical,so,critical,Smart buying is so critical to the off-price merchants that many analysts say companies like TJX need to think twice about their pace of expansion .,nyt_eng_19961220_0520_1,4,nyt_eng_19961220,1996-12-20,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
71268,nyt_eng_19950429_0132_16:18,so_crowded,so,crowded,"Babe Knouse , the longtime church secretary at Holy Angels Catholic Church , where the church was so crowded at last week 's 11 -COL- 30 a.m. Sunday mass that parishioners were standing shoulder-to-shoulder in the center aisle , said she was still working on forgiving those responsible .",nyt_eng_19950429_0132_16,18,nyt_eng_19950429,1995-04-29,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
132713,nyt_eng_19951105_0026_139:19,so_cruel,so,cruel,"-LBQ-  Sometimes , when I was playing there , it seemed hard to believe that people could be so cruel .",nyt_eng_19951105_0026_139,19,nyt_eng_19951105,1995-11-05,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
238935,nyt_eng_19960925_0228_3:16,so_dense,so,dense,"The spruce and fir forest that stretches across the northern part of the state was so dense 150 years ago that Henry David Thoreau , who hiked there , described it in his journal as  -LBQ-  a standing night .  -RDQ-",nyt_eng_19960925_0228_3,16,nyt_eng_19960925,1996-09-25,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
203693,nyt_eng_19960529_0638_12:3,so_different,so,different,He was so different ; I connected to that .,nyt_eng_19960529_0638_12,3,nyt_eng_19960529,1996-05-29,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
367934,nyt_eng_19971008_0364_18:11,so_difficult,so,difficult,"-LBQ-  This is taking time to develop as it is so difficult when there are so many companies involved ,  -RDQ-  Tverdy said .",nyt_eng_19971008_0364_18,11,nyt_eng_19971008,1997-10-08,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
146699,nyt_eng_19951216_0174_28:4,so_disgusted,so,disgusted,-LBQ-  I 'm so disgusted with what I 've seen I have written the commissioner about it .,nyt_eng_19951216_0174_28,4,nyt_eng_19951216,1995-12-16,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
79841,nyt_eng_19950528_0019_14:10,so_eager,so,eager,"The problems with Golden could explain why prosecutors are so eager to show the jury the gory autopsy photographs of the bodies , Chemerinsky said .",nyt_eng_19950528_0019_14,10,nyt_eng_19950528,1995-05-28,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
24173,nyt_eng_19960822_0045_48:5,so_easy,so,easy,"-LBQ-  It 's not so easy to win back clients ,  -RDQ-  he said .",nyt_eng_19960822_0045_48,5,nyt_eng_19960822,1996-08-22,1996,negative,not_VP-adv,not,VP-adv,True,False
322565,nyt_eng_19970529_0395_39:15,so_enthusiastic,so,enthusiastic,-LBQ-  It 's also a credibility blow -LRB- to management -RRB- because they were so enthusiastic about it .  -RDQ-,nyt_eng_19970529_0395_39,15,nyt_eng_19970529,1997-05-29,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
34688,nyt_eng_19970531_0206_75:5,so_enthusiastic,so,enthusiastic,But Goldsmith was not so enthusiastic .,nyt_eng_19970531_0206_75,5,nyt_eng_19970531,1997-05-31,1997,negative,not_VP-adv,not,VP-adv,True,False
216866,nyt_eng_19960717_0661_14:11,so_excited,so,excited,"-LBQ-  You look at their faces , and they are so excited ,  -RDQ-  said Jim Riley , family specialist for Covina 's Masonic Home , which provides shelter for children who live apart from their families .",nyt_eng_19960717_0661_14,11,nyt_eng_19960717,1996-07-17,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
417213,nyt_eng_19980302_0320_9:4,so_excited,so,excited,"-LBQ-  We 're so excited about these new images  -RDQ-  and the  -LBQ-  variety of evidence we see  -RDQ-  for the presence of liquid water , he said .",nyt_eng_19980302_0320_9,4,nyt_eng_19980302,1998-03-02,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
32569,nyt_eng_19941126_0004_33:13,so_excited,so,excited,"-LBQ-  Most of the time , freshmen come in and they 're so excited to play , they do a great job until the enthusiasm wears off ,  -RDQ-  Harrick said .",nyt_eng_19941126_0004_33,13,nyt_eng_19941126,1994-11-26,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
234019,nyt_eng_19960910_0435_36:3,so_fakey,so,fakey,It 's so fakey it could be AMA-approved .,nyt_eng_19960910_0435_36,3,nyt_eng_19960910,1996-09-10,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
282615,nyt_eng_19970202_0083_87:14,so_familiar,so,familiar,"When Clinton named his foreign policy team in 1992 , the faces were so familiar to Albright 's daughter , Katharine , that she said  -COL-   -LBQ-  Mom , they 've all been around our table .  -RDQ-",nyt_eng_19970202_0083_87,14,nyt_eng_19970202,1997-02-02,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
70488,nyt_eng_19950426_0559_51:4,so_fatigued,so,fatigued,-LBQ-  I was so fatigued .,nyt_eng_19950426_0559_51,4,nyt_eng_19950426,1995-04-26,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
320968,nyt_eng_19970523_0798_6:12,so_fleeting,so,fleeting,"All of childhood is precious but , perhaps because it is so fleeting , babyhood leaves an indelible mark .",nyt_eng_19970523_0798_6,12,nyt_eng_19970523,1997-05-23,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
395126,nyt_eng_19971222_0477_20:18,so_foreign,so,foreign,"-LBQ-  Really , conceptually , it 's not that hard to understand , but the idea is so foreign to everyone ,  -RDQ-  Monda said .",nyt_eng_19971222_0477_20,18,nyt_eng_19971222,1997-12-22,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
271534,nyt_eng_19961231_0471_29:19,so_formal,so,formal,"-LBQ-  It was almost filmic and a radical change from the climate of that period , which was so formal .",nyt_eng_19961231_0471_29,19,nyt_eng_19961231,1996-12-31,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
243867,nyt_eng_19961008_0545_33:16,so_fragile,so,fragile,"He also warned that many of the museum 's 17th - and 18th-century models were so fragile that they might not survive a move from the Trocadero , where they have been on display for nearly 60 years .",nyt_eng_19961008_0545_33,16,nyt_eng_19961008,1996-10-08,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
176207,nyt_eng_19960312_0615_4:4,so_fresh,so,fresh,-LBQ-  It 's so fresh and cool looking .,nyt_eng_19960312_0615_4,4,nyt_eng_19960312,1996-03-12,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
139392,nyt_eng_19951124_0551_9:3,so_frightened,so,frightened,I was so frightened by his manner I thought there was a bomb ready to go off under the cars .  -RDQ-,nyt_eng_19951124_0551_9,3,nyt_eng_19951124,1995-11-24,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
93821,nyt_eng_19950710_0256_17:5,so_frightening,so,frightening,"The explosion theory is so frightening that public fear could tip the balance in their favor , even if Bowman and Venneri are dead wrong .",nyt_eng_19950710_0256_17,5,nyt_eng_19950710,1995-07-10,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
198109,nyt_eng_19960513_0421_28:26,so_full,so,full,"And he bit off the head of an American man who inquired , as politely as possible , why  -LBQ-  The Pillow Book  -RDQ-  is so full of naked men .",nyt_eng_19960513_0421_28,26,nyt_eng_19960513,1996-05-13,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
10487,nyt_eng_19950801_0534_30:11,so_good,so,good,But he warned that the next step might not be so good .,nyt_eng_19950801_0534_30,11,nyt_eng_19950801,1995-08-01,1995,negative,not_VP-adv,not,VP-adv,True,False
121728,nyt_eng_19951005_0140_27:23,so_good,so,good,"Part of the reason Peter Lynch , Fidelity Investments ' most famous money manager , was so successful was because he was so good at timing changes in the market , Sosnowy said .",nyt_eng_19951005_0140_27,23,nyt_eng_19951005,1995-10-05,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
67538,nyt_eng_19950417_0336_26:10,so_good,so,good,"-LBQ-  She would always say , ` Berry is so good with small children ,  -RDQ-  ' Brazelton remembered .",nyt_eng_19950417_0336_26,10,nyt_eng_19950417,1995-04-17,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
24016,nyt_eng_19941017_0512_8:3,so_grateful,so,grateful,We 're so grateful that we 're somewhat busy .,nyt_eng_19941017_0512_8,3,nyt_eng_19941017,1994-10-17,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
387677,nyt_eng_19971201_0784_4:25,so_great,so,great,"They said the memo , which was not disclosed , argued Freeh 's contention that the conflicts of interest for the Justice Department are so great that Reno 's department can not credibly investigate the campaign finance issue .",nyt_eng_19971201_0784_4,25,nyt_eng_19971201,1997-12-01,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
17556,nyt_eng_19960214_0358_6:11,so_great,so,great,"Some fans have great ideas , and some are not so great .",nyt_eng_19960214_0358_6,11,nyt_eng_19960214,1996-02-14,1996,negative,not_VP-adv,not,VP-adv,True,False
10873,nyt_eng_19940819_0127_3:10,so_great,so,great,"At this point , the coffee consumption is usually so great the executives start buying in bulk from the coffee roasters , according to Brooks and Trobough .",nyt_eng_19940819_0127_3,10,nyt_eng_19940819,1994-08-19,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
19558,nyt_eng_19940927_0348_8:16,so_green,so,green,He is now transferring that same persevering quality to a young Giant secondary that was so green in training camp that it could not burn .,nyt_eng_19940927_0348_8,16,nyt_eng_19940927,1994-09-27,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
270712,nyt_eng_19961228_0169_15:7,so_happy,so,happy,-LBQ-  A lot of guys were so happy when Tom went down with that case .  -RDQ-,nyt_eng_19961228_0169_15,7,nyt_eng_19961228,1996-12-28,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
126957,nyt_eng_19951019_0394_21:8,so_happy,so,happy,"For their part , the players were so happy to finally see widespread interest in their little enterprise that they welcomed every last front-runner that wanted to pay his or her way into the Kingdome .",nyt_eng_19951019_0394_21,8,nyt_eng_19951019,1995-10-19,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
257559,nyt_eng_19961116_0260_22:4,so_hard,so,hard,-LBQ-  It 's so hard to win .,nyt_eng_19961116_0260_22,4,nyt_eng_19961116,1996-11-16,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
246846,nyt_eng_19961016_0727_8:24,so_hard,so,hard,"I just got back from Indonesia and what I was hearing from Indonesian businessmen was , ` Why has the United States been so hard on Indonesia ? Why are you coming after us ?  -RDQ-  '",nyt_eng_19961016_0727_8,24,nyt_eng_19961016,1996-10-16,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
395432,nyt_eng_19971223_0184_12:24,so_high,so,high,"-LBQ-  The Park Service is doing an excellent job of distributing what money it has available , but the expectations of visitors are so high that , with inflation , we ca n't keep up with everything we need to do .",nyt_eng_19971223_0184_12,24,nyt_eng_19971223,1997-12-23,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
